chrom	chromStart	chromEnd	name	hg19_target_coords	EffectSize	chrTSS	startTSS	endTSS	measuredGeneSymbol	Significant	pValueAdjusted	PowerAtEffectSize10	PowerAtEffectSize15	PowerAtEffectSize2	PowerAtEffectSize20	PowerAtEffectSize25	PowerAtEffectSize3	PowerAtEffectSize5	PowerAtEffectSize50	ValidConnection	CellType	Reference	Regulated	Dataset	hg19_target_chr	hg19_target_start	hg19_target_end	target_name	target_type	TSS_control_gene	de_assigned_gene
chr18	13113031	13113332	PTPN2|chr18:13113030-13113331:.	chr18:13113030-13113331	0.00859487650401913	chr18	12929642	12929643	PTPN2	FALSE	0.9899245067200458	0.4	0.77	0.04	0.97	1	0.05	0.07	1	overlaps potential protein coding gene body: CEP192; < 80% power at 15% effect size	K562	K562_DC_TAP_Seq	FALSE	K562_DC_TAP_Seq	chr18	13113030	13113331	chr18:13113030-13113331	enh	NA	NA
chr18	13113031	13113332	RNMT|chr18:13113030-13113331:.	chr18:13113030-13113331	0.09506558805048204	chr18	13726660	13726661	RNMT	FALSE	0.9176367397600332	0.01	0.02	0.01	0.05	0.03	0.01	0	0.5	overlaps potential protein coding gene body: CEP192; < 80% power at 15% effect size	K562	K562_DC_TAP_Seq	FALSE	K562_DC_TAP_Seq	chr18	13113030	13113331	chr18:13113030-13113331	enh	NA	NA
chr18	13113031	13113332	SEH1L|chr18:13113030-13113331:.	chr18:13113030-13113331	-0.04280151358660467	chr18	12947133	12947134	SEH1L	FALSE	0.8049943785134289	0.11	0.34	0	0.59	0.91	0.02	0.04	1	overlaps potential protein coding gene body: CEP192; < 80% power at 15% effect size	K562	K562_DC_TAP_Seq	FALSE	K562_DC_TAP_Seq	chr18	13113030	13113331	chr18:13113030-13113331	enh	NA	NA
chr18	13113031	13113332	TUBB6|chr18:13113030-13113331:.	chr18:13113030-13113331	0.02421815149434425	chr18	12307669	12307670	TUBB6	FALSE	0.9457446808510636	0.05	0.27	0.01	0.5	0.78	0	0.04	1	overlaps potential protein coding gene body: CEP192; < 80% power at 15% effect size	K562	K562_DC_TAP_Seq	FALSE	K562_DC_TAP_Seq	chr18	13113030	13113331	chr18:13113030-13113331	enh	NA	NA
chr18	13137980	13138281	AFG3L2|chr18:13137979-13138280:.	chr18:13137979-13138280	0.0027586851509489	chr18	12377313	12377314	AFG3L2	FALSE	0.968258443465492	0.16	0.57	0.02	0.78	0.98	0.02	0.02	1	NA; < 80% power at 15% effect size	K562	K562_DC_TAP_Seq	FALSE	K562_DC_TAP_Seq	chr18	13137979	13138280	chr18:13137979-13138280	enh	NA	NA
chr18	13137980	13138281	FAM210A|chr18:13137979-13138280:.	chr18:13137979-13138280	-0.39743930301698194	chr18	13726662	13726663	FAM210A	FALSE	0.662364640883978	0	0	0	0.01	0	0.02	0	0.03	NA; < 80% power at 15% effect size	K562	K562_DC_TAP_Seq	FALSE	K562_DC_TAP_Seq	chr18	13137979	13138280	chr18:13137979-13138280	enh	NA	NA
chr18	13137980	13138281	PSMG2|chr18:13137979-13138280:.	chr18:13137979-13138280	0.02497146743034761	chr18	12658043	12658044	PSMG2	FALSE	0.7690762463343109	0.36	0.77	0.09	0.98	1	0.09	0.1	1	NA; < 80% power at 15% effect size	K562	K562_DC_TAP_Seq	FALSE	K562_DC_TAP_Seq	chr18	13137979	13138280	chr18:13137979-13138280	enh	NA	NA
chr18	13137980	13138281	PTPN2|chr18:13137979-13138280:.	chr18:13137979-13138280	-0.00317175249311585	chr18	12929642	12929643	PTPN2	FALSE	0.9933385540483848	0.28	0.6	0.02	0.87	0.99	0.06	0.06	1	NA; < 80% power at 15% effect size	K562	K562_DC_TAP_Seq	FALSE	K562_DC_TAP_Seq	chr18	13137979	13138280	chr18:13137979-13138280	enh	NA	NA
chr18	13137980	13138281	RNMT|chr18:13137979-13138280:.	chr18:13137979-13138280	-0.04543415577186838	chr18	13726660	13726661	RNMT	FALSE	0.9669970520799216	0	0.01	0	0	0	0	0	0.26	NA; < 80% power at 15% effect size	K562	K562_DC_TAP_Seq	FALSE	K562_DC_TAP_Seq	chr18	13137979	13138280	chr18:13137979-13138280	enh	NA	NA
chr18	13137980	13138281	SEH1L|chr18:13137979-13138280:.	chr18:13137979-13138280	-0.04734158662371512	chr18	12947133	12947134	SEH1L	FALSE	0.865590155700653	0.12	0.22	0.01	0.43	0.7	0.01	0.02	1	NA; < 80% power at 15% effect size	K562	K562_DC_TAP_Seq	FALSE	K562_DC_TAP_Seq	chr18	13137979	13138280	chr18:13137979-13138280	enh	NA	NA
chr18	13137980	13138281	TUBB6|chr18:13137979-13138280:.	chr18:13137979-13138280	0.06015752031007149	chr18	12307669	12307670	TUBB6	FALSE	0.8609551166965889	0.08	0.17	0	0.35	0.55	0	0.02	1	NA; < 80% power at 15% effect size	K562	K562_DC_TAP_Seq	FALSE	K562_DC_TAP_Seq	chr18	13137979	13138280	chr18:13137979-13138280	enh	NA	NA
chr18	13216126	13216427	AFG3L2|chr18:13216125-13216426:.	chr18:13216125-13216426	-0.0192642306169275	chr18	12377313	12377314	AFG3L2	FALSE	0.9408251121076232	0.37	0.8	0.03	0.97	1	0.1	0.1	1	NA	K562	K562_DC_TAP_Seq	FALSE	K562_DC_TAP_Seq	chr18	13216125	13216426	chr18:13216125-13216426	enh	NA	NA
chr18	13216126	13216427	FAM210A|chr18:13216125-13216426:.	chr18:13216125-13216426	-0.15328298789255357	chr18	13726662	13726663	FAM210A	FALSE	0.9440874559940708	0	0.01	0	0	0.01	0.01	0	0.09	NA; < 80% power at 15% effect size	K562	K562_DC_TAP_Seq	FALSE	K562_DC_TAP_Seq	chr18	13216125	13216426	chr18:13216125-13216426	enh	NA	NA
chr18	13216126	13216427	PSMG2|chr18:13216125-13216426:.	chr18:13216125-13216426	0.02460567243848777	chr18	12658043	12658044	PSMG2	FALSE	0.6481379310344827	0.52	0.95	0.02	0.98	1	0.11	0.17	1	NA	K562	K562_DC_TAP_Seq	FALSE	K562_DC_TAP_Seq	chr18	13216125	13216426	chr18:13216125-13216426	enh	NA	NA
chr18	13216126	13216427	PTPN2|chr18:13216125-13216426:.	chr18:13216125-13216426	-0.02717592050888251	chr18	12929642	12929643	PTPN2	FALSE	0.8531829204006326	0.48	0.82	0.05	0.96	0.99	0.02	0.08	1	NA	K562	K562_DC_TAP_Seq	FALSE	K562_DC_TAP_Seq	chr18	13216125	13216426	chr18:13216125-13216426	enh	NA	NA
chr18	13216126	13216427	RNMT|chr18:13216125-13216426:.	chr18:13216125-13216426	-0.08815531697618095	chr18	13726660	13726661	RNMT	FALSE	0.922121434392828	0	0.04	0	0.02	0.03	0	0.03	0.42	NA; < 80% power at 15% effect size	K562	K562_DC_TAP_Seq	FALSE	K562_DC_TAP_Seq	chr18	13216125	13216426	chr18:13216125-13216426	enh	NA	NA
chr18	13216126	13216427	SEH1L|chr18:13216125-13216426:.	chr18:13216125-13216426	0.01461716256496137	chr18	12947133	12947134	SEH1L	FALSE	0.9878445167011528	0.19	0.37	0.02	0.73	0.91	0.03	0.04	1	NA; < 80% power at 15% effect size	K562	K562_DC_TAP_Seq	FALSE	K562_DC_TAP_Seq	chr18	13216125	13216426	chr18:13216125-13216426	enh	NA	NA
chr18	13216126	13216427	TUBB6|chr18:13216125-13216426:.	chr18:13216125-13216426	0.07024429749451944	chr18	12307669	12307670	TUBB6	FALSE	0.8093083768027002	0.13	0.31	0.01	0.52	0.73	0.01	0.03	1	NA; < 80% power at 15% effect size	K562	K562_DC_TAP_Seq	FALSE	K562_DC_TAP_Seq	chr18	13216125	13216426	chr18:13216125-13216426	enh	NA	NA
chr18	13712837	13713138	AFG3L2|chr18:13712836-13713137:.	chr18:13712836-13713137	0.0176760439744199	chr18	12377313	12377314	AFG3L2	FALSE	0.9103946574752262	0.15	0.5	0.01	0.91	0.97	0.04	0.04	1	overlaps potential protein coding gene body: FAM210A; < 80% power at 15% effect size	K562	K562_DC_TAP_Seq	FALSE	K562_DC_TAP_Seq	chr18	13712836	13713137	chr18:13712836-13713137	enh	NA	NA
chr18	13712837	13713138	FAM210A|chr18:13712836-13713137:.	chr18:13712836-13713137	-0.177174455913647	chr18	13726662	13726663	FAM210A	FALSE	0.8941692876965772	0	0	0	0.01	0.02	0	0	0.06	overlaps target gene intron; overlaps potential protein coding gene body: FAM210A; < 80% power at 15% effect size	K562	K562_DC_TAP_Seq	FALSE	K562_DC_TAP_Seq	chr18	13712836	13713137	chr18:13712836-13713137	enh	NA	NA
chr18	13712837	13713138	PSMG2|chr18:13712836-13713137:.	chr18:13712836-13713137	0.02910467312578935	chr18	12658043	12658044	PSMG2	FALSE	0.5242915451895043	0.62	0.87	0.05	1	1	0.11	0.15	1	overlaps potential protein coding gene body: FAM210A	K562	K562_DC_TAP_Seq	FALSE	K562_DC_TAP_Seq	chr18	13712836	13713137	chr18:13712836-13713137	enh	NA	NA
chr18	13712837	13713138	PTPN2|chr18:13712836-13713137:.	chr18:13712836-13713137	0.00962492284053206	chr18	12929642	12929643	PTPN2	FALSE	0.9105742404792468	0.28	0.7	0.02	0.91	1	0.03	0.09	1	overlaps potential protein coding gene body: FAM210A; < 80% power at 15% effect size	K562	K562_DC_TAP_Seq	FALSE	K562_DC_TAP_Seq	chr18	13712836	13713137	chr18:13712836-13713137	enh	NA	NA
chr18	13712837	13713138	RNMT|chr18:13712836-13713137:.	chr18:13712836-13713137	-0.1973749884308947	chr18	13726660	13726661	RNMT	FALSE	0.8230698217937481	0	0	0	0	0.06	0	0.01	0.33	overlaps potential protein coding gene body: FAM210A; < 80% power at 15% effect size	K562	K562_DC_TAP_Seq	FALSE	K562_DC_TAP_Seq	chr18	13712836	13713137	chr18:13712836-13713137	enh	NA	NA
chr18	13712837	13713138	SEH1L|chr18:13712836-13713137:.	chr18:13712836-13713137	0.1418182955422489	chr18	12947133	12947134	SEH1L	FALSE	0.34909151414309486	0.08	0.25	0.02	0.53	0.79	0.02	0.02	1	overlaps potential protein coding gene body: FAM210A; < 80% power at 15% effect size	K562	K562_DC_TAP_Seq	FALSE	K562_DC_TAP_Seq	chr18	13712836	13713137	chr18:13712836-13713137	enh	NA	NA
chr18	13712837	13713138	TUBB6|chr18:13712836-13713137:.	chr18:13712836-13713137	0.01501089319346182	chr18	12307669	12307670	TUBB6	FALSE	0.9669970520799216	0.04	0.17	0.01	0.32	0.67	0.02	0.01	1	overlaps potential protein coding gene body: FAM210A; < 80% power at 15% effect size	K562	K562_DC_TAP_Seq	FALSE	K562_DC_TAP_Seq	chr18	13712836	13713137	chr18:13712836-13713137	enh	NA	NA
chr18	13725597	13725898	AFG3L2|chr18:13725596-13725897:.	chr18:13725596-13725897	-0.05558581621301683	chr18	12377313	12377314	AFG3L2	FALSE	0.589464447806354	0.41	0.69	0.02	0.85	1	0.03	0.06	1	overlaps potential promoter: RNMT; overlaps potential protein coding gene body: FAM210A; < 80% power at 15% effect size	K562	K562_DC_TAP_Seq	FALSE	K562_DC_TAP_Seq	chr18	13725596	13725897	chr18:13725596-13725897	enh	NA	NA
chr18	13725597	13725898	FAM210A|chr18:13725596-13725897:.	chr18:13725596-13725897	-0.1954963649238215	chr18	13726662	13726663	FAM210A	FALSE	0.8456559956592512	0	0	0	0.01	0.02	0	0	0.13	overlaps target gene intron; overlaps potential promoter: RNMT; overlaps potential protein coding gene body: FAM210A; distance <1000; < 80% power at 15% effect size	K562	K562_DC_TAP_Seq	FALSE	K562_DC_TAP_Seq	chr18	13725596	13725897	chr18:13725596-13725897	enh	NA	NA
chr18	13725597	13725898	PSMG2|chr18:13725596-13725897:.	chr18:13725596-13725897	-0.06243023345531162	chr18	12658043	12658044	PSMG2	TRUE	0.02207023877550598	0.56	0.92	0.04	1	1	0.09	0.16	1	overlaps potential promoter: RNMT; overlaps potential protein coding gene body: FAM210A	K562	K562_DC_TAP_Seq	TRUE	K562_DC_TAP_Seq	chr18	13725596	13725897	chr18:13725596-13725897	enh	NA	NA
chr18	13725597	13725898	PTPN2|chr18:13725596-13725897:.	chr18:13725596-13725897	-0.02471235277960926	chr18	12929642	12929643	PTPN2	FALSE	0.8166023952095809	0.35	0.75	0.03	0.96	1	0.07	0.1	1	overlaps potential promoter: RNMT; overlaps potential protein coding gene body: FAM210A; < 80% power at 15% effect size	K562	K562_DC_TAP_Seq	FALSE	K562_DC_TAP_Seq	chr18	13725596	13725897	chr18:13725596-13725897	enh	NA	NA
chr18	13725597	13725898	RNMT|chr18:13725596-13725897:.	chr18:13725596-13725897	-0.11358413545331524	chr18	13726660	13726661	RNMT	FALSE	0.8941692876965772	0.02	0	0	0.03	0.05	0	0.01	0.57	overlaps target promoter; overlaps potential promoter: RNMT; overlaps potential protein coding gene body: FAM210A; distance <1000; < 80% power at 15% effect size	K562	K562_DC_TAP_Seq	FALSE	K562_DC_TAP_Seq	chr18	13725596	13725897	chr18:13725596-13725897	enh	NA	NA
chr18	13725597	13725898	SEH1L|chr18:13725596-13725897:.	chr18:13725596-13725897	-0.02273142633166824	chr18	12947133	12947134	SEH1L	FALSE	0.922121434392828	0.11	0.32	0.01	0.65	0.85	0.01	0.03	1	overlaps potential promoter: RNMT; overlaps potential protein coding gene body: FAM210A; < 80% power at 15% effect size	K562	K562_DC_TAP_Seq	FALSE	K562_DC_TAP_Seq	chr18	13725596	13725897	chr18:13725596-13725897	enh	NA	NA
chr18	13725597	13725898	TUBB6|chr18:13725596-13725897:.	chr18:13725596-13725897	-0.03758704069667029	chr18	12307669	12307670	TUBB6	FALSE	0.8753589186579772	0.05	0.19	0.01	0.46	0.74	0	0.04	1	overlaps potential promoter: RNMT; overlaps potential protein coding gene body: FAM210A; < 80% power at 15% effect size	K562	K562_DC_TAP_Seq	FALSE	K562_DC_TAP_Seq	chr18	13725596	13725897	chr18:13725596-13725897	enh	NA	NA
chr18	13727035	13727336	AFG3L2|chr18:13727034-13727335:.	chr18:13727034-13727335	0.05415983486984066	chr18	12377313	12377314	AFG3L2	FALSE	0.6260469973890339	0.28	0.63	0.08	0.85	0.99	0.05	0.04	1	overlaps potential promoter: FAM210A; overlaps potential protein coding gene body: RNMT; < 80% power at 15% effect size	K562	K562_DC_TAP_Seq	FALSE	K562_DC_TAP_Seq	chr18	13727034	13727335	chr18:13727034-13727335	enh	NA	NA
chr18	13727035	13727336	FAM210A|chr18:13727034-13727335:.	chr18:13727034-13727335	-0.03406425710649052	chr18	13726662	13726663	FAM210A	FALSE	0.9886074860174962	0.01	0.04	0	0.03	0.01	0	0	0.12	overlaps target promoter; overlaps potential promoter: FAM210A; overlaps potential protein coding gene body: RNMT; distance <1000; < 80% power at 15% effect size	K562	K562_DC_TAP_Seq	FALSE	K562_DC_TAP_Seq	chr18	13727034	13727335	chr18:13727034-13727335	enh	NA	NA
chr18	13727035	13727336	PSMG2|chr18:13727034-13727335:.	chr18:13727034-13727335	0.02766580172323562	chr18	12658043	12658044	PSMG2	FALSE	0.6939330049261083	0.41	0.87	0.03	0.99	0.99	0.08	0.19	1	overlaps potential promoter: FAM210A; overlaps potential protein coding gene body: RNMT	K562	K562_DC_TAP_Seq	FALSE	K562_DC_TAP_Seq	chr18	13727034	13727335	chr18:13727034-13727335	enh	NA	NA
chr18	13727035	13727336	PTPN2|chr18:13727034-13727335:.	chr18:13727034-13727335	-0.02850716216353777	chr18	12929642	12929643	PTPN2	FALSE	0.8670204488778055	0.26	0.75	0.04	0.94	1	0.01	0.08	1	overlaps potential promoter: FAM210A; overlaps potential protein coding gene body: RNMT; < 80% power at 15% effect size	K562	K562_DC_TAP_Seq	FALSE	K562_DC_TAP_Seq	chr18	13727034	13727335	chr18:13727034-13727335	enh	NA	NA
chr18	13727035	13727336	RNMT|chr18:13727034-13727335:.	chr18:13727034-13727335	-0.28717510278268543	chr18	13726660	13726661	RNMT	FALSE	0.5347117370892018	0.02	0.01	0	0.01	0.03	0	0	0.36	overlaps target gene intron; overlaps potential promoter: FAM210A; overlaps potential protein coding gene body: RNMT; distance <1000; < 80% power at 15% effect size	K562	K562_DC_TAP_Seq	FALSE	K562_DC_TAP_Seq	chr18	13727034	13727335	chr18:13727034-13727335	enh	NA	NA
chr18	13727035	13727336	SEH1L|chr18:13727034-13727335:.	chr18:13727034-13727335	-0.00624400044964013	chr18	12947133	12947134	SEH1L	FALSE	0.9951402629082532	0.14	0.28	0	0.58	0.89	0.03	0.02	1	overlaps potential promoter: FAM210A; overlaps potential protein coding gene body: RNMT; < 80% power at 15% effect size	K562	K562_DC_TAP_Seq	FALSE	K562_DC_TAP_Seq	chr18	13727034	13727335	chr18:13727034-13727335	enh	NA	NA
chr18	13727035	13727336	TUBB6|chr18:13727034-13727335:.	chr18:13727034-13727335	-0.0902827361652866	chr18	12307669	12307670	TUBB6	FALSE	0.6291832061068703	0.1	0.16	0	0.29	0.73	0.01	0	1	overlaps potential promoter: FAM210A; overlaps potential protein coding gene body: RNMT; < 80% power at 15% effect size	K562	K562_DC_TAP_Seq	FALSE	K562_DC_TAP_Seq	chr18	13727034	13727335	chr18:13727034-13727335	enh	NA	NA
chr18	13812047	13812348	AFG3L2|chr18:13812046-13812347:.	chr18:13812046-13812347	0.05273295072698447	chr18	12377313	12377314	AFG3L2	FALSE	0.589464447806354	0.25	0.63	0.01	0.83	0.99	0.03	0.04	1	NA; < 80% power at 15% effect size	K562	K562_DC_TAP_Seq	FALSE	K562_DC_TAP_Seq	chr18	13812046	13812347	chr18:13812046-13812347	enh	NA	NA
chr18	13812047	13812348	FAM210A|chr18:13812046-13812347:.	chr18:13812046-13812347	0.0550622228402704	chr18	13726662	13726663	FAM210A	FALSE	0.9669970520799216	0	0.01	0	0	0	0	0	0.04	NA; < 80% power at 15% effect size	K562	K562_DC_TAP_Seq	FALSE	K562_DC_TAP_Seq	chr18	13812046	13812347	chr18:13812046-13812347	enh	NA	NA
chr18	13812047	13812348	PSMG2|chr18:13812046-13812347:.	chr18:13812046-13812347	0.04527787896294555	chr18	12658043	12658044	PSMG2	FALSE	0.37002469135802474	0.54	0.85	0.03	0.99	1	0.08	0.12	1	NA	K562	K562_DC_TAP_Seq	FALSE	K562_DC_TAP_Seq	chr18	13812046	13812347	chr18:13812046-13812347	enh	NA	NA
chr18	13812047	13812348	PTPN2|chr18:13812046-13812347:.	chr18:13812046-13812347	0.05200400510968972	chr18	12929642	12929643	PTPN2	FALSE	0.6185965379494008	0.3	0.59	0.02	0.95	1	0.02	0.12	1	NA; < 80% power at 15% effect size	K562	K562_DC_TAP_Seq	FALSE	K562_DC_TAP_Seq	chr18	13812046	13812347	chr18:13812046-13812347	enh	NA	NA
chr18	13812047	13812348	RNMT|chr18:13812046-13812347:.	chr18:13812046-13812347	-0.064021404706078755	chr18	13726660	13726661	RNMT	FALSE	0.9593463611859838	0.02	0.02	0	0.03	0	0	0	0.3	NA; < 80% power at 15% effect size	K562	K562_DC_TAP_Seq	FALSE	K562_DC_TAP_Seq	chr18	13812046	13812347	chr18:13812046-13812347	enh	NA	NA
chr18	13812047	13812348	SEH1L|chr18:13812046-13812347:.	chr18:13812046-13812347	0.02834637178434218	chr18	12947133	12947134	SEH1L	FALSE	0.9477102985338278	0.09	0.31	0	0.56	0.75	0.01	0.01	1	NA; < 80% power at 15% effect size	K562	K562_DC_TAP_Seq	FALSE	K562_DC_TAP_Seq	chr18	13812046	13812347	chr18:13812046-13812347	enh	NA	NA
chr18	13812047	13812348	TUBB6|chr18:13812046-13812347:.	chr18:13812046-13812347	-0.05237429026466678	chr18	12307669	12307670	TUBB6	FALSE	0.9054588441330998	0.06	0.12	0.02	0.34	0.67	0.01	0.01	1	NA; < 80% power at 15% effect size	K562	K562_DC_TAP_Seq	FALSE	K562_DC_TAP_Seq	chr18	13812046	13812347	chr18:13812046-13812347	enh	NA	NA
chr18	14147022	14147323	AFG3L2|chr18:14147021-14147322:.	chr18:14147021-14147322	0.0318939464754866	chr18	12377313	12377314	AFG3L2	FALSE	0.7983555840821567	0.35	0.69	0.03	0.88	0.98	0.05	0.11	1	NA; < 80% power at 15% effect size	K562	K562_DC_TAP_Seq	FALSE	K562_DC_TAP_Seq	chr18	14147021	14147322	chr18:14147021-14147322	enh	NA	NA
chr18	14147022	14147323	FAM210A|chr18:14147021-14147322:.	chr18:14147021-14147322	-0.18314912722880428	chr18	13726662	13726663	FAM210A	FALSE	0.8456559956592512	0.02	0	0	0	0.01	0	0	0.08	NA; < 80% power at 15% effect size	K562	K562_DC_TAP_Seq	FALSE	K562_DC_TAP_Seq	chr18	14147021	14147322	chr18:14147021-14147322	enh	NA	NA
chr18	14147022	14147323	PSMG2|chr18:14147021-14147322:.	chr18:14147021-14147322	-0.02604404221852108	chr18	12658043	12658044	PSMG2	FALSE	0.8166023952095809	0.56	0.9	0.11	0.99	1	0.1	0.18	1	NA	K562	K562_DC_TAP_Seq	FALSE	K562_DC_TAP_Seq	chr18	14147021	14147322	chr18:14147021-14147322	enh	NA	NA
chr18	14147022	14147323	PTPN2|chr18:14147021-14147322:.	chr18:14147021-14147322	-0.03877712108390696	chr18	12929642	12929643	PTPN2	FALSE	0.7291190269331017	0.41	0.79	0.04	0.92	1	0.01	0.09	1	NA; < 80% power at 15% effect size	K562	K562_DC_TAP_Seq	FALSE	K562_DC_TAP_Seq	chr18	14147021	14147322	chr18:14147021-14147322	enh	NA	NA
chr18	14147022	14147323	RNMT|chr18:14147021-14147322:.	chr18:14147021-14147322	-0.05725550229959286	chr18	13726660	13726661	RNMT	FALSE	0.9544562132225684	0.04	0.03	0	0.03	0.03	0	0	0.41	NA; < 80% power at 15% effect size	K562	K562_DC_TAP_Seq	FALSE	K562_DC_TAP_Seq	chr18	14147021	14147322	chr18:14147021-14147322	enh	NA	NA
chr18	14147022	14147323	SEH1L|chr18:14147021-14147322:.	chr18:14147021-14147322	-0.0628278970678684	chr18	12947133	12947134	SEH1L	FALSE	0.7673721706864565	0.06	0.33	0	0.69	0.82	0.01	0.01	1	NA; < 80% power at 15% effect size	K562	K562_DC_TAP_Seq	FALSE	K562_DC_TAP_Seq	chr18	14147021	14147322	chr18:14147021-14147322	enh	NA	NA
chr18	14147022	14147323	TUBB6|chr18:14147021-14147322:.	chr18:14147021-14147322	0.01734465744972668	chr18	12307669	12307670	TUBB6	FALSE	0.9760088523553588	0.09	0.18	0.01	0.46	0.76	0.03	0.03	1	NA; < 80% power at 15% effect size	K562	K562_DC_TAP_Seq	FALSE	K562_DC_TAP_Seq	chr18	14147021	14147322	chr18:14147021-14147322	enh	NA	NA
chr18	21111601	21112101	ESCO1|chr18:18691562-18692062:.	chr18:18691562-18692062	-0.00174405771879249	chr18	21600883	21600884	ESCO1	FALSE	0.9946675143038778	0.17	0.45	0.02	0.81	0.95	0	0.07	1	overlaps potential promoter: ROCK1; overlaps potential protein coding gene body: ROCK1; TSS targeting guide(s); < 80% power at 15% effect size	WTC11	WTC11_DC_TAP_Seq	FALSE	WTC11_DC_TAP_Seq	chr18	18691562	18692062	ROCK1_TSS	tss_pos	ROCK1	NA
chr18	21111601	21112101	ROCK1|chr18:18691562-18692062:.	chr18:18691562-18692062	-0.3404071351838627	chr18	21111850	21111851	ROCK1	TRUE	1.5850453278736331e-25	0.43	0.8	0.05	0.94	1	0.03	0.1	1	overlaps target gene exon; overlaps target promoter; overlaps potential promoter: ROCK1; overlaps potential protein coding gene body: ROCK1; TSS targeting guide(s); distance <1000	WTC11	WTC11_DC_TAP_Seq	TRUE	WTC11_DC_TAP_Seq	chr18	18691562	18692062	ROCK1_TSS	tss_pos	ROCK1	NA
chr19	8441796	8442097	EIF3G|chr19:8506680-8506981:.	chr19:8506680-8506981	-0.00174984409811751	chr19	10119917	10119918	EIF3G	FALSE	0.9872960635130664	0.85	0.98	0.16	1	1	0.23	0.42	1	NA	WTC11	WTC11_DC_TAP_Seq	FALSE	WTC11_DC_TAP_Seq	chr19	8506680	8506981	chr19:8506680-8506981	enh	NA	NA
chr19	8441796	8442097	FBXL12|chr19:8506680-8506981:.	chr19:8506680-8506981	-0.02330983205957704	chr19	9827815	9827816	FBXL12	FALSE	0.7548353837141184	0.79	0.99	0.13	1	1	0.12	0.33	1	NA	WTC11	WTC11_DC_TAP_Seq	FALSE	WTC11_DC_TAP_Seq	chr19	8506680	8506981	chr19:8506680-8506981	enh	NA	NA
chr19	8441796	8442097	FDX2|chr19:8506680-8506981:.	chr19:8506680-8506981	-0.05262897979560166	chr19	10316014	10316015	FDX2	FALSE	0.8497478047067089	0.2	0.37	0.02	0.55	0.87	0.04	0.05	1	NA; < 80% power at 15% effect size	WTC11	WTC11_DC_TAP_Seq	FALSE	WTC11_DC_TAP_Seq	chr19	8506680	8506981	chr19:8506680-8506981	enh	NA	NA
chr19	8441796	8442097	HNRNPM|chr19:8506680-8506981:.	chr19:8506680-8506981	0.00672242433626579	chr19	8444767	8444768	HNRNPM	FALSE	0.8746080953875118	0.89	0.96	0.12	1	1	0.2	0.46	1	NA	WTC11	WTC11_DC_TAP_Seq	FALSE	WTC11_DC_TAP_Seq	chr19	8506680	8506981	chr19:8506680-8506981	enh	NA	NA
chr19	8441796	8442097	MRPL4|chr19:8506680-8506981:.	chr19:8506680-8506981	-0.01593622561611918	chr19	10251901	10251902	MRPL4	FALSE	0.7925872630043753	0.81	0.98	0.12	1	1	0.15	0.39	1	NA	WTC11	WTC11_DC_TAP_Seq	FALSE	WTC11_DC_TAP_Seq	chr19	8506680	8506981	chr19:8506680-8506981	enh	NA	NA
chr19	8441796	8442097	P2RY11|chr19:8506680-8506981:.	chr19:8506680-8506981	0.02599911591000814	chr19	10111538	10111539	P2RY11	FALSE	0.9519915807198484	0.17	0.2	0.01	0.51	0.8	0.02	0.01	1	NA; < 80% power at 15% effect size	WTC11	WTC11_DC_TAP_Seq	FALSE	WTC11_DC_TAP_Seq	chr19	8506680	8506981	chr19:8506680-8506981	enh	NA	NA
chr19	8441796	8442097	PPAN|chr19:8506680-8506981:.	chr19:8506680-8506981	-0.00564550787346085	chr19	10106289	10106290	PPAN	FALSE	0.9346493506493506	0.58	0.95	0.04	1	1	0.11	0.18	1	NA	WTC11	WTC11_DC_TAP_Seq	FALSE	WTC11_DC_TAP_Seq	chr19	8506680	8506981	chr19:8506680-8506981	enh	NA	NA
chr19	8441796	8442097	UBL5|chr19:8506680-8506981:.	chr19:8506680-8506981	-0.00282698053722496	chr19	9827892	9827893	UBL5	FALSE	0.9486210006441916	0.85	0.98	0.11	1	1	0.19	0.44	1	NA	WTC11	WTC11_DC_TAP_Seq	FALSE	WTC11_DC_TAP_Seq	chr19	8506680	8506981	chr19:8506680-8506981	enh	NA	NA
chr19	8441796	8442097	ZNF121|chr19:8506680-8506981:.	chr19:8506680-8506981	-0.01683118275808559	chr19	9584532	9584533	ZNF121	FALSE	0.8720612244897958	0.76	0.94	0.14	1	1	0.06	0.27	1	NA	WTC11	WTC11_DC_TAP_Seq	FALSE	WTC11_DC_TAP_Seq	chr19	8506680	8506981	chr19:8506680-8506981	enh	NA	NA
chr19	8441796	8442097	ZNF414|chr19:8506680-8506981:.	chr19:8506680-8506981	1.601704450921036	chr19	8514163	8514164	ZNF414	TRUE	0.1397144648463553	0	0	0	0	0	0	0	0	NA	WTC11	WTC11_DC_TAP_Seq	FALSE	WTC11_DC_TAP_Seq	chr19	8506680	8506981	chr19:8506680-8506981	enh	NA	NA
