chrom	chromStart	chromEnd	name	hg19_target_coords	EffectSize	chrTSS	startTSS	endTSS	measuredGeneSymbol	Significant	pValueAdjusted	PowerAtEffectSize10	PowerAtEffectSize15	PowerAtEffectSize2	PowerAtEffectSize20	PowerAtEffectSize25	PowerAtEffectSize3	PowerAtEffectSize5	PowerAtEffectSize50	ValidConnection	CellType	Reference	Regulated	Dataset	hg19_target_chr	hg19_target_start	hg19_target_end	target_name	target_type	TSS_control_gene	de_assigned_gene	abc_tss_overlap	distance_to_abc_canonical_TSS	protein_coding_gene_body_overlap	gencode_promoter_overlap	measuredGene_in_TSS_control	measuredGene_in_abc_tss	measuredGene_in_gencode_promoter	abc_or_gencode_overlap
chr19	9625850	9626151	YIPF2|chr19:9736526-9736827:.	chr19:9736526-9736827	0.02129323869613175	chr19	10928680	10928681	YIPF2	FALSE	0.9691884003741816	0.02	0.22	0.02	0.53	0.76	0.02	0.03	1	NA; < 80% power at 15% effect size	WTC11	WTC11_DC_TAP_Seq	FALSE	WTC11_DC_TAP_Seq	chr19	9736526	9736827	chr19:9736526-9736827	enh	NA	NA	NA	1302666.5	NA	NA	FALSE	FALSE	FALSE	FALSE
chr19	9625850	9626151	ZNF121|chr19:9736526-9736827:.	chr19:9736526-9736827	0.01627575917523915	chr19	9584532	9584533	ZNF121	FALSE	0.954821368948247	0.32	0.57	0.01	0.87	0.98	0.05	0.12	1	NA; < 80% power at 15% effect size	WTC11	WTC11_DC_TAP_Seq	FALSE	WTC11_DC_TAP_Seq	chr19	9736526	9736827	chr19:9736526-9736827	enh	NA	NA	NA	41467.5	NA	NA	FALSE	FALSE	FALSE	FALSE
chr19	9720615	9720916	CDC37|chr19:9831291-9831592:.	chr19:9831291-9831592	-0.00327633999514831	chr19	10420120	10420121	CDC37	FALSE	0.970295937383526	0.66	0.94	0.03	0.99	1	0.15	0.16	1	NA	WTC11	WTC11_DC_TAP_Seq	FALSE	WTC11_DC_TAP_Seq	chr19	9831291	9831592	chr19:9831291-9831592	enh	NA	NA	NA	682829.5	NA	NA	FALSE	FALSE	FALSE	FALSE
chr19	9720615	9720916	EIF3G|chr19:9831291-9831592:.	chr19:9831291-9831592	-0.00787191381624519	chr19	10119917	10119918	EIF3G	FALSE	0.9031373801916932	0.71	0.96	0.08	1	1	0.1	0.22	1	NA	WTC11	WTC11_DC_TAP_Seq	FALSE	WTC11_DC_TAP_Seq	chr19	9831291	9831592	chr19:9831291-9831592	enh	NA	NA	NA	399158.5	NA	NA	FALSE	FALSE	FALSE	FALSE
chr19	9720615	9720916	FBXL12|chr19:9831291-9831592:.	chr19:9831291-9831592	0.03924628469121538	chr19	9827815	9827816	FBXL12	FALSE	0.5794501573976916	0.5	0.88	0.07	0.99	1	0.07	0.12	1	NA	WTC11	WTC11_DC_TAP_Seq	FALSE	WTC11_DC_TAP_Seq	chr19	9831291	9831592	chr19:9831291-9831592	enh	NA	NA	NA	98337.5	NA	NA	FALSE	FALSE	FALSE	FALSE
chr19	9720615	9720916	FDX2|chr19:9831291-9831592:.	chr19:9831291-9831592	0.08116956721486135	chr19	10316014	10316015	FDX2	FALSE	0.8324057971014494	0.04	0.23	0.01	0.39	0.71	0.01	0.02	1	NA; < 80% power at 15% effect size	WTC11	WTC11_DC_TAP_Seq	FALSE	WTC11_DC_TAP_Seq	chr19	9831291	9831592	chr19:9831291-9831592	enh	NA	NA	NA	595249.5	NA	NA	FALSE	FALSE	FALSE	FALSE
chr19	9720615	9720916	HNRNPM|chr19:9831291-9831592:.	chr19:9831291-9831592	0.00286294997235203	chr19	8444767	8444768	HNRNPM	FALSE	0.9831155421043262	0.64	0.95	0.07	1	1	0.11	0.33	1	NA	WTC11	WTC11_DC_TAP_Seq	FALSE	WTC11_DC_TAP_Seq	chr19	9831291	9831592	chr19:9831291-9831592	enh	NA	NA	NA	1275847.5	NA	NA	FALSE	FALSE	FALSE	FALSE
chr19	9720615	9720916	MRPL4|chr19:9831291-9831592:.	chr19:9831291-9831592	0.01871500354747968	chr19	10251901	10251902	MRPL4	FALSE	0.7014664842681259	0.59	0.92	0.1	1	1	0.11	0.17	1	NA	WTC11	WTC11_DC_TAP_Seq	FALSE	WTC11_DC_TAP_Seq	chr19	9831291	9831592	chr19:9831291-9831592	enh	NA	NA	NA	531197.5	NA	NA	FALSE	FALSE	FALSE	FALSE
chr19	9720615	9720916	P2RY11|chr19:9831291-9831592:.	chr19:9831291-9831592	0.13932688842862806	chr19	10111538	10111539	P2RY11	FALSE	0.6670007686395081	0.07	0.1	0.01	0.32	0.52	0.02	0.01	1	NA; < 80% power at 15% effect size	WTC11	WTC11_DC_TAP_Seq	FALSE	WTC11_DC_TAP_Seq	chr19	9831291	9831592	chr19:9831291-9831592	enh	NA	NA	NA	390754.5	NA	NA	FALSE	FALSE	FALSE	FALSE
chr19	9720615	9720916	PPAN|chr19:9831291-9831592:.	chr19:9831291-9831592	0.00200738770747688	chr19	10106289	10106290	PPAN	FALSE	0.9872960635130664	0.34	0.72	0.04	0.96	1	0.05	0.08	1	NA; < 80% power at 15% effect size	WTC11	WTC11_DC_TAP_Seq	FALSE	WTC11_DC_TAP_Seq	chr19	9831291	9831592	chr19:9831291-9831592	enh	NA	NA	NA	385456.5	NA	NA	FALSE	FALSE	FALSE	FALSE
chr19	9720615	9720916	UBL5|chr19:9831291-9831592:.	chr19:9831291-9831592	0.01701461799520065	chr19	9827892	9827893	UBL5	FALSE	0.6457104149026249	0.69	0.97	0.11	1	1	0.09	0.25	1	NA	WTC11	WTC11_DC_TAP_Seq	FALSE	WTC11_DC_TAP_Seq	chr19	9831291	9831592	chr19:9831291-9831592	enh	NA	NA	NA	107125.5	NA	NA	FALSE	FALSE	FALSE	FALSE
chr19	9720615	9720916	YIPF2|chr19:9831291-9831592:.	chr19:9831291-9831592	-0.04093783589797051	chr19	10928680	10928681	YIPF2	FALSE	0.8397534348310435	0.19	0.45	0.01	0.74	0.94	0.02	0.07	1	NA; < 80% power at 15% effect size	WTC11	WTC11_DC_TAP_Seq	FALSE	WTC11_DC_TAP_Seq	chr19	9831291	9831592	chr19:9831291-9831592	enh	NA	NA	NA	1207901.5	NA	NA	FALSE	FALSE	FALSE	FALSE
chr19	9720615	9720916	ZNF121|chr19:9831291-9831592:.	chr19:9831291-9831592	-0.02930084951459299	chr19	9584532	9584533	ZNF121	FALSE	0.7475995055624226	0.53	0.86	0.02	0.97	1	0.09	0.15	1	NA	WTC11	WTC11_DC_TAP_Seq	FALSE	WTC11_DC_TAP_Seq	chr19	9831291	9831592	chr19:9831291-9831592	enh	NA	NA	NA	136232.5	NA	NA	FALSE	FALSE	FALSE	FALSE
chr19	9767867	9768168	DNM2|chr19:9878543-9878844:.	chr19:9878543-9878844	0.04940243367009089	chr19	10718079	10718080	DNM2	FALSE	0.8576674400618717	0.09	0.42	0	0.67	0.83	0.01	0.04	1	overlaps potential promoter: ZNF846; overlaps potential protein coding gene body: ZNF846; < 80% power at 15% effect size	K562	K562_DC_TAP_Seq	FALSE	K562_DC_TAP_Seq	chr19	9878543	9878844	chr19:9878543-9878844	enh	NA	NA	NA	950034.5	ZNF846	ZNF846	FALSE	FALSE	FALSE	FALSE
chr19	9767867	9768168	DNMT1|chr19:9878543-9878844:.	chr19:9878543-9878844	-0.04820383924726879	chr19	10231285	10231286	DNMT1	FALSE	0.5849336455893833	0.19	0.48	0.02	0.71	0.95	0.02	0.04	1	overlaps potential promoter: ZNF846; overlaps potential protein coding gene body: ZNF846; < 80% power at 15% effect size	K562	K562_DC_TAP_Seq	FALSE	K562_DC_TAP_Seq	chr19	9878543	9878844	chr19:9878543-9878844	enh	NA	NA	NA	427117.5	ZNF846	ZNF846	FALSE	FALSE	FALSE	FALSE
chr19	9767867	9768168	EIF3G|chr19:9878543-9878844:.	chr19:9878543-9878844	0.03749354600621379	chr19	10119917	10119918	EIF3G	FALSE	0.6993466666666667	0.21	0.59	0.02	0.91	0.97	0.03	0.05	1	overlaps potential promoter: ZNF846; overlaps potential protein coding gene body: ZNF846; < 80% power at 15% effect size	K562	K562_DC_TAP_Seq	FALSE	K562_DC_TAP_Seq	chr19	9878543	9878844	chr19:9878543-9878844	enh	NA	NA	NA	351906.5	ZNF846	ZNF846	FALSE	FALSE	FALSE	FALSE
chr19	9767867	9768168	HNRNPM|chr19:9878543-9878844:.	chr19:9878543-9878844	-0.06320603440940975	chr19	8444767	8444768	HNRNPM	FALSE	0.5424796380090497	0.16	0.29	0	0.65	0.89	0	0.02	1	overlaps potential promoter: ZNF846; overlaps potential protein coding gene body: ZNF846; < 80% power at 15% effect size	K562	K562_DC_TAP_Seq	FALSE	K562_DC_TAP_Seq	chr19	9878543	9878844	chr19:9878543-9878844	enh	NA	NA	NA	1323099.5	ZNF846	ZNF846	FALSE	FALSE	FALSE	FALSE
chr19	9767867	9768168	ICAM3|chr19:9878543-9878844:.	chr19:9878543-9878844	-0.01412462423488947	chr19	10339822	10339823	ICAM3	FALSE	0.944865102639296	0.12	0.3	0.01	0.63	0.87	0.01	0.06	1	overlaps potential promoter: ZNF846; overlaps potential protein coding gene body: ZNF846; < 80% power at 15% effect size	K562	K562_DC_TAP_Seq	FALSE	K562_DC_TAP_Seq	chr19	9878543	9878844	chr19:9878543-9878844	enh	NA	NA	NA	571816.5	ZNF846	ZNF846	FALSE	FALSE	FALSE	FALSE
chr19	9767867	9768168	ICAM4|chr19:9878543-9878844:.	chr19:9878543-9878844	0.03809974094215729	chr19	10286967	10286968	ICAM4	FALSE	0.9416746607176056	0.14	0.38	0.04	0.68	0.88	0.02	0.05	1	overlaps potential promoter: ZNF846; overlaps potential protein coding gene body: ZNF846; < 80% power at 15% effect size	K562	K562_DC_TAP_Seq	FALSE	K562_DC_TAP_Seq	chr19	9878543	9878844	chr19:9878543-9878844	enh	NA	NA	NA	518948.5	ZNF846	ZNF846	FALSE	FALSE	FALSE	FALSE
chr19	9767867	9768168	MRPL4|chr19:9878543-9878844:.	chr19:9878543-9878844	-0.01173227780995511	chr19	10251901	10251902	MRPL4	FALSE	0.938205060918463	0.06	0.5	0	0.63	0.94	0	0.01	1	overlaps potential promoter: ZNF846; overlaps potential protein coding gene body: ZNF846; < 80% power at 15% effect size	K562	K562_DC_TAP_Seq	FALSE	K562_DC_TAP_Seq	chr19	9878543	9878844	chr19:9878543-9878844	enh	NA	NA	NA	483945.5	ZNF846	ZNF846	FALSE	FALSE	FALSE	FALSE
chr19	9767867	9768168	PIN1|chr19:9878543-9878844:.	chr19:9878543-9878844	0.0065863822352965	chr19	9835257	9835258	PIN1	FALSE	0.9776032617218128	0.16	0.42	0	0.72	0.9	0.02	0.05	1	overlaps potential promoter: ZNF846; overlaps potential protein coding gene body: ZNF846; < 80% power at 15% effect size	K562	K562_DC_TAP_Seq	FALSE	K562_DC_TAP_Seq	chr19	9878543	9878844	chr19:9878543-9878844	enh	NA	NA	NA	67188.5	ZNF846	ZNF846	FALSE	FALSE	FALSE	FALSE
chr19	9767867	9768168	PPAN|chr19:9878543-9878844:.	chr19:9878543-9878844	-0.01983958690746667	chr19	10106289	10106290	PPAN	FALSE	0.9616950955943474	0.11	0.15	0	0.42	0.7	0	0.01	1	overlaps potential promoter: ZNF846; overlaps potential protein coding gene body: ZNF846; < 80% power at 15% effect size	K562	K562_DC_TAP_Seq	FALSE	K562_DC_TAP_Seq	chr19	9878543	9878844	chr19:9878543-9878844	enh	NA	NA	NA	338204.5	ZNF846	ZNF846	FALSE	FALSE	FALSE	FALSE
chr19	9767867	9768168	RAB11B|chr19:9878543-9878844:.	chr19:9878543-9878844	0.00490561424358015	chr19	8389981	8389982	RAB11B	FALSE	0.9947657269823637	0.16	0.35	0.01	0.68	0.82	0.02	0.02	1	overlaps potential promoter: ZNF846; overlaps potential protein coding gene body: ZNF846; < 80% power at 15% effect size	K562	K562_DC_TAP_Seq	FALSE	K562_DC_TAP_Seq	chr19	9878543	9878844	chr19:9878543-9878844	enh	NA	NA	NA	1377697.5	ZNF846	ZNF846	FALSE	FALSE	FALSE	FALSE
chr19	9767867	9768168	UBL5|chr19:9878543-9878844:.	chr19:9878543-9878844	-0.02523047210784168	chr19	9827892	9827893	UBL5	FALSE	0.6685810663764962	0.25	0.61	0	0.78	0.98	0.03	0.08	1	overlaps potential promoter: ZNF846; overlaps potential protein coding gene body: ZNF846; < 80% power at 15% effect size	K562	K562_DC_TAP_Seq	FALSE	K562_DC_TAP_Seq	chr19	9878543	9878844	chr19:9878543-9878844	enh	NA	NA	NA	59873.5	ZNF846	ZNF846	FALSE	FALSE	FALSE	FALSE
chr19	9785442	9785743	CDC37|chr19:9896118-9896419:.	chr19:9896118-9896419	-0.02602931824332166	chr19	10420120	10420121	CDC37	FALSE	0.4708650137741046	0.72	0.98	0.08	1	1	0.15	0.26	1	overlaps potential protein coding gene body: ZNF846	WTC11	WTC11_DC_TAP_Seq	FALSE	WTC11_DC_TAP_Seq	chr19	9896118	9896419	chr19:9896118-9896419	enh	NA	NA	NA	618002.5	ZNF846	NA	FALSE	FALSE	FALSE	FALSE
chr19	9785442	9785743	EIF3G|chr19:9896118-9896419:.	chr19:9896118-9896419	0.01951633566878663	chr19	10119917	10119918	EIF3G	FALSE	0.3902931354359926	0.89	0.96	0.15	1	1	0.18	0.4	1	overlaps potential protein coding gene body: ZNF846	WTC11	WTC11_DC_TAP_Seq	FALSE	WTC11_DC_TAP_Seq	chr19	9896118	9896419	chr19:9896118-9896419	enh	NA	NA	NA	334331.5	ZNF846	NA	FALSE	FALSE	FALSE	FALSE
chr19	9785442	9785743	FBXL12|chr19:9896118-9896419:.	chr19:9896118-9896419	-0.01906458687421819	chr19	9827815	9827816	FBXL12	FALSE	0.8271751456310681	0.64	0.96	0.04	1	1	0.08	0.21	1	overlaps potential protein coding gene body: ZNF846	WTC11	WTC11_DC_TAP_Seq	FALSE	WTC11_DC_TAP_Seq	chr19	9896118	9896419	chr19:9896118-9896419	enh	NA	NA	NA	33510.5	ZNF846	NA	FALSE	FALSE	FALSE	FALSE
chr19	9785442	9785743	FDX2|chr19:9896118-9896419:.	chr19:9896118-9896419	0.02652785243140254	chr19	10316014	10316015	FDX2	FALSE	0.9558232135481204	0.08	0.35	0.01	0.54	0.79	0.02	0.02	1	overlaps potential protein coding gene body: ZNF846; < 80% power at 15% effect size	WTC11	WTC11_DC_TAP_Seq	FALSE	WTC11_DC_TAP_Seq	chr19	9896118	9896419	chr19:9896118-9896419	enh	NA	NA	NA	530422.5	ZNF846	NA	FALSE	FALSE	FALSE	FALSE
chr19	9785442	9785743	HNRNPM|chr19:9896118-9896419:.	chr19:9896118-9896419	-0.00124471454522467	chr19	8444767	8444768	HNRNPM	FALSE	0.998684226646248	0.8	0.99	0.08	1	1	0.22	0.32	1	overlaps potential protein coding gene body: ZNF846	WTC11	WTC11_DC_TAP_Seq	FALSE	WTC11_DC_TAP_Seq	chr19	9896118	9896419	chr19:9896118-9896419	enh	NA	NA	NA	1340674.5	ZNF846	NA	FALSE	FALSE	FALSE	FALSE
chr19	9785442	9785743	MRPL4|chr19:9896118-9896419:.	chr19:9896118-9896419	0.00295286166605945	chr19	10251901	10251902	MRPL4	FALSE	0.9611569328565752	0.71	0.97	0.09	1	1	0.19	0.26	1	overlaps potential protein coding gene body: ZNF846	WTC11	WTC11_DC_TAP_Seq	FALSE	WTC11_DC_TAP_Seq	chr19	9896118	9896419	chr19:9896118-9896419	enh	NA	NA	NA	466370.5	ZNF846	NA	FALSE	FALSE	FALSE	FALSE
chr19	9785442	9785743	P2RY11|chr19:9896118-9896419:.	chr19:9896118-9896419	-0.01514528996634467	chr19	10111538	10111539	P2RY11	FALSE	0.9612250543370876	0.09	0.35	0.01	0.55	0.76	0.02	0.03	1	overlaps potential protein coding gene body: ZNF846; < 80% power at 15% effect size	WTC11	WTC11_DC_TAP_Seq	FALSE	WTC11_DC_TAP_Seq	chr19	9896118	9896419	chr19:9896118-9896419	enh	NA	NA	NA	325927.5	ZNF846	NA	FALSE	FALSE	FALSE	FALSE
chr19	9785442	9785743	PPAN|chr19:9896118-9896419:.	chr19:9896118-9896419	-0.0096012840780485	chr19	10106289	10106290	PPAN	FALSE	0.8832480848556277	0.56	0.86	0.05	0.98	1	0.06	0.1	1	overlaps potential protein coding gene body: ZNF846	WTC11	WTC11_DC_TAP_Seq	FALSE	WTC11_DC_TAP_Seq	chr19	9896118	9896419	chr19:9896118-9896419	enh	NA	NA	NA	320629.5	ZNF846	NA	FALSE	FALSE	FALSE	FALSE
chr19	9785442	9785743	UBL5|chr19:9896118-9896419:.	chr19:9896118-9896419	-0.01080423367453997	chr19	9827892	9827893	UBL5	FALSE	0.6992638208537438	0.74	1	0.16	1	1	0.25	0.35	1	overlaps potential protein coding gene body: ZNF846	WTC11	WTC11_DC_TAP_Seq	FALSE	WTC11_DC_TAP_Seq	chr19	9896118	9896419	chr19:9896118-9896419	enh	NA	NA	NA	42298.5	ZNF846	NA	FALSE	FALSE	FALSE	FALSE
chr19	9785442	9785743	YIPF2|chr19:9896118-9896419:.	chr19:9896118-9896419	0.09408177334481405	chr19	10928680	10928681	YIPF2	FALSE	0.3577687074829932	0.25	0.69	0	0.83	0.99	0.09	0.09	1	overlaps potential protein coding gene body: ZNF846; < 80% power at 15% effect size	WTC11	WTC11_DC_TAP_Seq	FALSE	WTC11_DC_TAP_Seq	chr19	9896118	9896419	chr19:9896118-9896419	enh	NA	NA	NA	1143074.5	ZNF846	NA	FALSE	FALSE	FALSE	FALSE
chr19	9785442	9785743	ZNF121|chr19:9896118-9896419:.	chr19:9896118-9896419	-0.03526464930040673	chr19	9584532	9584533	ZNF121	FALSE	0.49929113924050633	0.65	0.94	0.03	1	1	0.14	0.16	1	overlaps potential protein coding gene body: ZNF846	WTC11	WTC11_DC_TAP_Seq	FALSE	WTC11_DC_TAP_Seq	chr19	9896118	9896419	chr19:9896118-9896419	enh	NA	NA	NA	201059.5	ZNF846	NA	FALSE	FALSE	FALSE	FALSE
chr19	9786031	9786332	CDC37|chr19:9896707-9897008:.	chr19:9896707-9897008	0.0114955221530919	chr19	10420120	10420121	CDC37	FALSE	0.8262686567164179	0.72	0.95	0.1	1	1	0.17	0.27	1	overlaps potential promoter: ZNF846; overlaps potential protein coding gene body: ZNF846	WTC11	WTC11_DC_TAP_Seq	FALSE	WTC11_DC_TAP_Seq	chr19	9896707	9897008	chr19:9896707-9897008	enh	NA	NA	NA	617413.5	ZNF846	ZNF846	FALSE	FALSE	FALSE	FALSE
chr19	9786031	9786332	EIF3G|chr19:9896707-9897008:.	chr19:9896707-9897008	-2.1332479911173596e-4	chr19	10119917	10119918	EIF3G	FALSE	0.9943688511456495	0.84	0.99	0.12	1	1	0.12	0.34	1	overlaps potential promoter: ZNF846; overlaps potential protein coding gene body: ZNF846	WTC11	WTC11_DC_TAP_Seq	FALSE	WTC11_DC_TAP_Seq	chr19	9896707	9897008	chr19:9896707-9897008	enh	NA	NA	NA	333742.5	ZNF846	ZNF846	FALSE	FALSE	FALSE	FALSE
chr19	9786031	9786332	FBXL12|chr19:9896707-9897008:.	chr19:9896707-9897008	-7.815423680017641e-4	chr19	9827815	9827816	FBXL12	FALSE	0.992461935483871	0.67	0.93	0.09	1	1	0.11	0.19	1	overlaps potential promoter: ZNF846; overlaps potential protein coding gene body: ZNF846	WTC11	WTC11_DC_TAP_Seq	FALSE	WTC11_DC_TAP_Seq	chr19	9896707	9897008	chr19:9896707-9897008	enh	NA	NA	NA	32921.5	ZNF846	ZNF846	FALSE	FALSE	FALSE	FALSE
chr19	9786031	9786332	FDX2|chr19:9896707-9897008:.	chr19:9896707-9897008	0.05890761243166498	chr19	10316014	10316015	FDX2	FALSE	0.8797918215613384	0.13	0.33	0.01	0.54	0.8	0.02	0.03	1	overlaps potential promoter: ZNF846; overlaps potential protein coding gene body: ZNF846; < 80% power at 15% effect size	WTC11	WTC11_DC_TAP_Seq	FALSE	WTC11_DC_TAP_Seq	chr19	9896707	9897008	chr19:9896707-9897008	enh	NA	NA	NA	529833.5	ZNF846	ZNF846	FALSE	FALSE	FALSE	FALSE
chr19	9786031	9786332	HNRNPM|chr19:9896707-9897008:.	chr19:9896707-9897008	0.00833757808769863	chr19	8444767	8444768	HNRNPM	FALSE	0.7815939546599496	0.72	0.97	0.15	1	1	0.24	0.34	1	overlaps potential promoter: ZNF846; overlaps potential protein coding gene body: ZNF846	WTC11	WTC11_DC_TAP_Seq	FALSE	WTC11_DC_TAP_Seq	chr19	9896707	9897008	chr19:9896707-9897008	enh	NA	NA	NA	1341263.5	ZNF846	ZNF846	FALSE	FALSE	FALSE	FALSE
chr19	9786031	9786332	MRPL4|chr19:9896707-9897008:.	chr19:9896707-9897008	7.055260138715269e-4	chr19	10251901	10251902	MRPL4	FALSE	0.9946675143038778	0.77	0.98	0.1	1	1	0.19	0.24	1	overlaps potential promoter: ZNF846; overlaps potential protein coding gene body: ZNF846	WTC11	WTC11_DC_TAP_Seq	FALSE	WTC11_DC_TAP_Seq	chr19	9896707	9897008	chr19:9896707-9897008	enh	NA	NA	NA	465781.5	ZNF846	ZNF846	FALSE	FALSE	FALSE	FALSE
chr19	9786031	9786332	P2RY11|chr19:9896707-9897008:.	chr19:9896707-9897008	-0.09692998081902691	chr19	10111538	10111539	P2RY11	FALSE	0.598819801980198	0.1	0.21	0.02	0.48	0.76	0.01	0.01	1	overlaps potential promoter: ZNF846; overlaps potential protein coding gene body: ZNF846; < 80% power at 15% effect size	WTC11	WTC11_DC_TAP_Seq	FALSE	WTC11_DC_TAP_Seq	chr19	9896707	9897008	chr19:9896707-9897008	enh	NA	NA	NA	325338.5	ZNF846	ZNF846	FALSE	FALSE	FALSE	FALSE
chr19	9786031	9786332	PPAN|chr19:9896707-9897008:.	chr19:9896707-9897008	0.01476579144618117	chr19	10106289	10106290	PPAN	FALSE	0.8920359524499856	0.51	0.85	0.05	1	1	0.14	0.16	1	overlaps potential promoter: ZNF846; overlaps potential protein coding gene body: ZNF846	WTC11	WTC11_DC_TAP_Seq	FALSE	WTC11_DC_TAP_Seq	chr19	9896707	9897008	chr19:9896707-9897008	enh	NA	NA	NA	320040.5	ZNF846	ZNF846	FALSE	FALSE	FALSE	FALSE
chr19	9786031	9786332	UBL5|chr19:9896707-9897008:.	chr19:9896707-9897008	0.00146362905988084	chr19	9827892	9827893	UBL5	FALSE	0.9831155421043262	0.84	0.98	0.14	0.99	1	0.24	0.23	1	overlaps potential promoter: ZNF846; overlaps potential protein coding gene body: ZNF846	WTC11	WTC11_DC_TAP_Seq	FALSE	WTC11_DC_TAP_Seq	chr19	9896707	9897008	chr19:9896707-9897008	enh	NA	NA	NA	41709.5	ZNF846	ZNF846	FALSE	FALSE	FALSE	FALSE
chr19	9786031	9786332	YIPF2|chr19:9896707-9897008:.	chr19:9896707-9897008	0.03336744916956413	chr19	10928680	10928681	YIPF2	FALSE	0.8979478067740144	0.27	0.62	0.01	0.94	0.96	0.04	0.07	1	overlaps potential promoter: ZNF846; overlaps potential protein coding gene body: ZNF846; < 80% power at 15% effect size	WTC11	WTC11_DC_TAP_Seq	FALSE	WTC11_DC_TAP_Seq	chr19	9896707	9897008	chr19:9896707-9897008	enh	NA	NA	NA	1142485.5	ZNF846	ZNF846	FALSE	FALSE	FALSE	FALSE
chr19	9786031	9786332	ZNF121|chr19:9896707-9897008:.	chr19:9896707-9897008	-0.01090400146767844	chr19	9584532	9584533	ZNF121	FALSE	0.8979478067740144	0.66	0.98	0.1	1	1	0.13	0.23	1	overlaps potential promoter: ZNF846; overlaps potential protein coding gene body: ZNF846	WTC11	WTC11_DC_TAP_Seq	FALSE	WTC11_DC_TAP_Seq	chr19	9896707	9897008	chr19:9896707-9897008	enh	NA	NA	NA	201648.5	ZNF846	ZNF846	FALSE	FALSE	FALSE	FALSE
chr19	9789057	9789358	DNM2|chr19:9899733-9900034:.	chr19:9899733-9900034	0.02519578343265571	chr19	10718079	10718080	DNM2	FALSE	0.8494737967914439	0.37	0.79	0.02	0.98	1	0.09	0.12	1	overlaps potential protein coding gene body: ZNF846; < 80% power at 15% effect size	K562	K562_DC_TAP_Seq	FALSE	K562_DC_TAP_Seq	chr19	9899733	9900034	chr19:9899733-9900034	enh	NA	NA	NA	928844.5	ZNF846	NA	FALSE	FALSE	FALSE	FALSE
chr19	9789057	9789358	DNMT1|chr19:9899733-9900034:.	chr19:9899733-9900034	0.01664175003200374	chr19	10231285	10231286	DNMT1	FALSE	0.8692920178482896	0.4	0.79	0.07	0.99	1	0.05	0.12	1	overlaps potential protein coding gene body: ZNF846; < 80% power at 15% effect size	K562	K562_DC_TAP_Seq	FALSE	K562_DC_TAP_Seq	chr19	9899733	9900034	chr19:9899733-9900034	enh	NA	NA	NA	405927.5	ZNF846	NA	FALSE	FALSE	FALSE	FALSE
chr19	9789057	9789358	EIF3G|chr19:9899733-9900034:.	chr19:9899733-9900034	-0.00983026918183682	chr19	10119917	10119918	EIF3G	FALSE	0.7712217130771941	0.43	0.93	0.07	0.99	1	0.06	0.17	1	overlaps potential protein coding gene body: ZNF846	K562	K562_DC_TAP_Seq	FALSE	K562_DC_TAP_Seq	chr19	9899733	9900034	chr19:9899733-9900034	enh	NA	NA	NA	330716.5	ZNF846	NA	FALSE	FALSE	FALSE	FALSE
chr19	9789057	9789358	HNRNPM|chr19:9899733-9900034:.	chr19:9899733-9900034	-0.01180334174893715	chr19	8444767	8444768	HNRNPM	FALSE	0.9344751338944148	0.38	0.74	0	0.96	1	0.04	0.05	1	overlaps potential protein coding gene body: ZNF846; < 80% power at 15% effect size	K562	K562_DC_TAP_Seq	FALSE	K562_DC_TAP_Seq	chr19	9899733	9900034	chr19:9899733-9900034	enh	NA	NA	NA	1344289.5	ZNF846	NA	FALSE	FALSE	FALSE	FALSE
chr19	9789057	9789358	ICAM3|chr19:9899733-9900034:.	chr19:9899733-9900034	0.07075676006423315	chr19	10339822	10339823	ICAM3	FALSE	0.34197775034400174	0.27	0.66	0.01	0.97	0.99	0.05	0.03	1	overlaps potential protein coding gene body: ZNF846; < 80% power at 15% effect size	K562	K562_DC_TAP_Seq	FALSE	K562_DC_TAP_Seq	chr19	9899733	9900034	chr19:9899733-9900034	enh	NA	NA	NA	550626.5	ZNF846	NA	FALSE	FALSE	FALSE	FALSE
chr19	9789057	9789358	ICAM4|chr19:9899733-9900034:.	chr19:9899733-9900034	0.0147106304868847	chr19	10286967	10286968	ICAM4	FALSE	0.9824637902119226	0.35	0.78	0.05	0.97	1	0.05	0.13	1	overlaps potential protein coding gene body: ZNF846; < 80% power at 15% effect size	K562	K562_DC_TAP_Seq	FALSE	K562_DC_TAP_Seq	chr19	9899733	9900034	chr19:9899733-9900034	enh	NA	NA	NA	497758.5	ZNF846	NA	FALSE	FALSE	FALSE	FALSE
chr19	9789057	9789358	MRPL4|chr19:9899733-9900034:.	chr19:9899733-9900034	-0.00119151073169454	chr19	10251901	10251902	MRPL4	FALSE	0.961668449197861	0.33	0.75	0.01	0.95	1	0.05	0.06	1	overlaps potential protein coding gene body: ZNF846; < 80% power at 15% effect size	K562	K562_DC_TAP_Seq	FALSE	K562_DC_TAP_Seq	chr19	9899733	9900034	chr19:9899733-9900034	enh	NA	NA	NA	462755.5	ZNF846	NA	FALSE	FALSE	FALSE	FALSE
chr19	9789057	9789358	PIN1|chr19:9899733-9900034:.	chr19:9899733-9900034	-0.02951455878323106	chr19	9835257	9835258	PIN1	FALSE	0.45354854981084486	0.4	0.86	0.01	0.98	1	0.05	0.06	1	overlaps potential protein coding gene body: ZNF846	K562	K562_DC_TAP_Seq	FALSE	K562_DC_TAP_Seq	chr19	9899733	9900034	chr19:9899733-9900034	enh	NA	NA	NA	45998.5	ZNF846	NA	FALSE	FALSE	FALSE	FALSE
