intended_target_name_hg38	targeting_chr_hg38	targeting_start_hg38	targeting_end_hg38	intended_target_name_hg19	targeting_chr_hg19	targeting_start_hg19	targeting_end_hg19	element_gene_pair_identifier_hg38	element_gene_pair_identifier_hg19	gene_symbol	gene_id	cell_type	fold_change_effect_size	log_2_FC_effect_size	pct_change_effect_size	standard_error_fold_change	standard_error_log_2_FC	standard_error_pct_change	lower_CI_95_fold_change	upper_CI_95_fold_change	lower_CI_95_log_2_FC	upper_CI_95_log_2_FC	lower_CI_95_pct_change	upper_CI_95_pct_change	sceptre_p_value	sceptre_adj_p_value	significant	distance_to_gencode_gene_TSS	distance_to_abc_canonical_TSS	chrTSS_hg38	startTSS_hg38	endTSS_hg38	element_location	gencode_promoter_overlap	abc_tss_overlap	gencode_protein_coding_gene_body_overlap	DistalElement_Gene	DistalPromoter_Gene	selfPromoter	Positive_Control_DistalElement_Gene	Positive_Control_selfPromoter	Random_DistalElement_Gene	power_at_effect_size_2	power_at_effect_size_3	power_at_effect_size_5	power_at_effect_size_10	power_at_effect_size_15	power_at_effect_size_20	power_at_effect_size_25	power_at_effect_size_50	intended_positive_control_distal_element_target_gene	intended_positive_control_target_gene	design_file_target_name	design_file_type	guide_ids	include_in_fdr	sceptre_adj_p_value_wo_pos_controls	significant_wo_pos_controls_20fdr	power_at_effect_size_2_wo_pos_controls_20fdr	power_at_effect_size_3_wo_pos_controls_20fdr	power_at_effect_size_5_wo_pos_controls_20fdr	power_at_effect_size_10_wo_pos_controls_20fdr	power_at_effect_size_15_wo_pos_controls_20fdr	power_at_effect_size_20_wo_pos_controls_20fdr	power_at_effect_size_25_wo_pos_controls_20fdr	power_at_effect_size_50_wo_pos_controls_20fdr	mean_sim_pert_cells	resized_merged_targeting_chr_hg38	resized_merged_targeting_start_hg38	resized_merged_targeting_end_hg38	resized_merged_element_gene_pair_identifier_hg38	ubiq_category	direct_rate_negative	indirect_rate_negative	direct_vs_indirect_negative	direct_rate_positive	indirect_rate_positive	direct_vs_indirect_positive	element_category
chr19:9073877-9074178	chr19	9073877	9074178	chr19:9184553-9184854	chr19	9184553	9184854	YIPF2|chr19:9073877-9074178	YIPF2|chr19:9184553-9184854	YIPF2	ENSG00000130733	WTC11	0.992112944	-0.011423726	-0.788705589	0.04130328	0.060061747	4.130327958	0.911158516	1.073067372	-0.12914475	0.106297298	-8.884148386	7.306737208	0.836	0.983115542	FALSE	1854654	1854639.5	chr19	10928680	10928681	distal	NA	NA	NA	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	0.06	0.02	0.11	0.34	0.65	0.96	0.99	1	NA	NA	chr19:9184553-9184854	enh	"WTC11_Random_Screen_Crop_8440,WTC11_Random_Screen_Crop_8441,WTC11_Random_Screen_Crop_8442,WTC11_Random_Screen_Crop_8443,WTC11_Random_Screen_Crop_8444,WTC11_Random_Screen_Crop_8445,WTC11_Random_Screen_Crop_8446,WTC11_Random_Screen_Crop_8447,WTC11_Random_Screen_Crop_8448,WTC11_Random_Screen_Crop_8449,WTC11_Random_Screen_Crop_8450,WTC11_Random_Screen_Crop_8451,WTC11_Random_Screen_Crop_8452,WTC11_Random_Screen_Crop_8453,WTC11_Random_Screen_Crop_8454"	TRUE	0.986060386	FALSE	0.06	0.03	0.11	0.37	0.67	0.97	0.99	1	780	chr19	9073778	9074277	YIPF2|chr19:9073778-9074277	Other gene	2.46E-04	0.005946309	0.039766149	4.04E-04	0.007651007	0.050106965	High H3K27ac
chr19:9720615-9720916	chr19	9720615	9720916	chr19:9831291-9831592	chr19	9831291	9831592	HNRNPM|chr19:9720615-9720916	HNRNPM|chr19:9831291-9831592	HNRNPM	ENSG00000099783	WTC11	1.00286295	0.004124462	0.286294997	0.009551284	0.013740252	0.955128406	0.984142433	1.021583467	-0.022806432	0.031055357	-1.585756679	2.158346674	0.84	0.983115542	FALSE	1321790	1275847.5	chr19	8444767	8444768	distal	NA	NA	NA	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	0.07	0.11	0.33	0.64	0.95	1	1	1	NA	NA	chr19:9831291-9831592	enh	"WTC11_Random_Screen_Crop_8517,WTC11_Random_Screen_Crop_8518,WTC11_Random_Screen_Crop_8519,WTC11_Random_Screen_Crop_8520,WTC11_Random_Screen_Crop_8521,WTC11_Random_Screen_Crop_8522,WTC11_Random_Screen_Crop_8523,WTC11_Random_Screen_Crop_8524,WTC11_Random_Screen_Crop_8525,WTC11_Random_Screen_Crop_8526,WTC11_Random_Screen_Crop_8527,WTC11_Random_Screen_Crop_8528,WTC11_Random_Screen_Crop_8529,WTC11_Random_Screen_Crop_8530,WTC11_Random_Screen_Crop_8531"	TRUE	0.986060386	FALSE	0.1	0.12	0.35	0.66	0.95	1	1	1	593	chr19	9720516	9721015	HNRNPM|chr19:9720516-9721015	Other gene	3.86E-04	0.005946309	0.060987274	4.74E-04	0.007651007	0.058356749	H3K27ac
chr19:9786031-9786332	chr19	9786031	9786332	chr19:9896707-9897008	chr19	9896707	9897008	UBL5|chr19:9786031-9786332	UBL5|chr19:9896707-9897008	UBL5	ENSG00000198258	WTC11	1.001463629	0.002110027	0.146362906	0.007474349	0.010767447	0.747434895	0.986813905	1.016113353	-0.018994169	0.023214222	-1.318609489	1.611335301	0.84	0.983115542	FALSE	41711	41709.5	chr19	9827892	9827893	promoter	ZNF846	NA	ZNF846	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	0.14	0.24	0.23	0.84	0.98	0.99	1	1	NA	NA	chr19:9896707-9897008	enh	"WTC11_Random_Screen_Crop_8547,WTC11_Random_Screen_Crop_8548,WTC11_Random_Screen_Crop_8549,WTC11_Random_Screen_Crop_8550,WTC11_Random_Screen_Crop_8551,WTC11_Random_Screen_Crop_8552,WTC11_Random_Screen_Crop_8553,WTC11_Random_Screen_Crop_8554,WTC11_Random_Screen_Crop_8555,WTC11_Random_Screen_Crop_8556,WTC11_Random_Screen_Crop_8557,WTC11_Random_Screen_Crop_8558,WTC11_Random_Screen_Crop_8559,WTC11_Random_Screen_Crop_8560"	TRUE	0.986060386	FALSE	0.15	0.27	0.24	0.87	0.99	0.99	1	1	827	chr19	9785932	9786431	UBL5|chr19:9785932-9786431	Ubiq. expr. gene	0.038094394	0.005946309	0.864981522	0.002454508	0.007651007	0.24288794	NA
chr19:10290561-10290862	chr19	10290561	10290862	chr19:10401237-10401538	chr19	10401237	10401538	FDX2|chr19:10290561-10290862	FDX2|chr19:10401237-10401538	FDX2	ENSG00000267673	WTC11	0.995899929	-0.005927312	-0.410007149	0.065231864	0.094497132	6.523186415	0.868045475	1.123754382	-0.191141691	0.179287066	-13.19545252	12.37543823	0.836	0.983115542	FALSE	25304	25303.5	chr19	10316014	10316015	promoter	ICAM5	NA	ICAM5	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	0	0.04	0.02	0.07	0.28	0.57	0.75	1	NA	NA	chr19:10401237-10401538	enh	"WTC11_Random_Screen_Crop_7399,WTC11_Random_Screen_Crop_7400,WTC11_Random_Screen_Crop_7401,WTC11_Random_Screen_Crop_7402,WTC11_Random_Screen_Crop_7403,WTC11_Random_Screen_Crop_7404,WTC11_Random_Screen_Crop_7405,WTC11_Random_Screen_Crop_7406,WTC11_Random_Screen_Crop_7407,WTC11_Random_Screen_Crop_7408,WTC11_Random_Screen_Crop_7409,WTC11_Random_Screen_Crop_7410,WTC11_Random_Screen_Crop_7411,WTC11_Random_Screen_Crop_7412,WTC11_Random_Screen_Crop_7413"	TRUE	0.986060386	FALSE	0	0.07	0.03	0.11	0.33	0.61	0.79	1	793	chr19	10290462	10290961	FDX2|chr19:10290462-10290961	Other gene	0.074001307	0.005946309	0.925622439	0.003113356	0.007651007	0.289228082	NA
chr19:13163708-13164141	chr19	13163708	13164141	chr19:13274522-13274955	chr19	13274522	13274955	NDUFB7|chr19:13163708-13164141	NDUFB7|chr19:13274522-13274955	NDUFB7	ENSG00000099795	WTC11	1.001580749	0.002278738	0.158074897	0.005997276	0.008638585	0.599727592	0.989826088	1.01333541	-0.014652888	0.019210364	-1.017391182	1.333540977	0.84	0.983115542	FALSE	1408140	1408152.5	chr19	14572061	14572062	distal	NA	NA	NA	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	0.16	0.16	0.46	0.89	1	1	1	1	NA	NA	chr19:13274522-13274955	enh	"WTC11_Random_Screen_Crop_7594,WTC11_Random_Screen_Crop_7595,WTC11_Random_Screen_Crop_7596,WTC11_Random_Screen_Crop_7597,WTC11_Random_Screen_Crop_7598,WTC11_Random_Screen_Crop_7599,WTC11_Random_Screen_Crop_7600,WTC11_Random_Screen_Crop_7601,WTC11_Random_Screen_Crop_7602,WTC11_Random_Screen_Crop_7603,WTC11_Random_Screen_Crop_7604,WTC11_Random_Screen_Crop_7605,WTC11_Random_Screen_Crop_7606,WTC11_Random_Screen_Crop_7607,WTC11_Random_Screen_Crop_7608,WTC11_Random_Screen_Crop_7609,WTC11_Random_Screen_Crop_7610,WTC11_Random_Screen_Crop_7611,WTC11_Random_Screen_Crop_7612,WTC11_Random_Screen_Crop_7613,WTC11_Random_Screen_Crop_7614"	TRUE	0.986060386	FALSE	0.19	0.16	0.49	0.9	1	1	1	1	1088	chr19	13163675	13164174	NDUFB7|chr19:13163675-13164174	Ubiq. expr. gene	3.55E-04	0.005946309	0.056346517	4.60E-04	0.007651007	0.056724214	High H3K27ac
chr19:13764890-13765191	chr19	13764890	13765191	chr19:13875704-13876005	chr19	13875704	13876005	C19orf53|chr19:13764890-13765191	C19orf53|chr19:13875704-13876005	C19orf53	ENSG00000104979	WTC11	0.998940474	-0.001529384	-0.105952642	0.006938756	0.010021127	0.693875619	0.985340511	1.012540436	-0.021170792	0.018112025	-1.465948854	1.254043571	0.84	0.983115542	FALSE	9416	9401.5	chr19	13774168	13774169	promoter	NA	MRI1	MRI1	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	0.2	0.26	0.46	0.9	0.99	1	1	1	NA	NA	chr19:13875704-13876005	enh	"WTC11_Random_Screen_Crop_7771,WTC11_Random_Screen_Crop_7772,WTC11_Random_Screen_Crop_7773,WTC11_Random_Screen_Crop_7774,WTC11_Random_Screen_Crop_7775,WTC11_Random_Screen_Crop_7776,WTC11_Random_Screen_Crop_7777,WTC11_Random_Screen_Crop_7778,WTC11_Random_Screen_Crop_7779,WTC11_Random_Screen_Crop_7780,WTC11_Random_Screen_Crop_7781,WTC11_Random_Screen_Crop_7782,WTC11_Random_Screen_Crop_7783,WTC11_Random_Screen_Crop_7784,WTC11_Random_Screen_Crop_7785"	TRUE	0.986060386	FALSE	0.21	0.3	0.47	0.9	0.99	1	1	1	1019	chr19	13764791	13765290	C19orf53|chr19:13764791-13765290	Ubiq. expr. gene	0.275181226	0.005946309	0.978848359	0.004982806	0.007651007	0.394402406	NA
chr19:14393317-14393618	chr19	14393317	14393618	chr19:14504129-14504430	chr19	14504129	14504430	IER2|chr19:14393317-14393618	IER2|chr19:14504129-14504430	IER2	ENSG00000160888	WTC11	0.991778468	-0.011910191	-0.822153219	0.014456268	0.021028876	1.445626849	0.963444182	1.020112754	-0.053126789	0.029306407	-3.655581844	2.011275406	0.84	0.983115542	FALSE	1243054	1243000.5	chr19	13150415	13150416	distal	NA	NA	ADGRE5	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	0.13	0.06	0.1	0.67	0.98	0.99	1	1	NA	NA	chr19:14504129-14504430	enh	"WTC11_Random_Screen_Crop_8110,WTC11_Random_Screen_Crop_8111,WTC11_Random_Screen_Crop_8112,WTC11_Random_Screen_Crop_8113,WTC11_Random_Screen_Crop_8114,WTC11_Random_Screen_Crop_8115,WTC11_Random_Screen_Crop_8116,WTC11_Random_Screen_Crop_8117,WTC11_Random_Screen_Crop_8118,WTC11_Random_Screen_Crop_8119,WTC11_Random_Screen_Crop_8120,WTC11_Random_Screen_Crop_8121,WTC11_Random_Screen_Crop_8122,WTC11_Random_Screen_Crop_8123,WTC11_Random_Screen_Crop_8124"	TRUE	0.986060386	FALSE	0.14	0.1	0.13	0.71	0.98	0.99	1	1	890	chr19	14393218	14393717	IER2|chr19:14393218-14393717	Other gene	4.19E-04	0.005946309	0.065830804	4.88E-04	0.007651007	0.059983172	H3K27ac
chr2:70124973-70125470	chr2	70124973	70125470	chr2:70352105-70352602	chr2	70352105	70352602	SNRPG|chr2:70124973-70125470	SNRPG|chr2:70352105-70352602	SNRPG	ENSG00000143977	WTC11	0.996876285	-0.004513621	-0.312371499	0.02020414	0.029239749	2.020413954	0.957276172	1.036476399	-0.061823529	0.052796286	-4.272382849	3.647639852	0.84	0.983115542	FALSE	168519	168549.5	chr2	70293770	70293771	distal	NA	NA	NA	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	0.07	0.12	0.27	0.83	0.99	1	1	1	NA	NA	chr2:70352105-70352602	enh	"WTC11_Random_Screen_Crop_9824,WTC11_Random_Screen_Crop_9825,WTC11_Random_Screen_Crop_9826,WTC11_Random_Screen_Crop_9827,WTC11_Random_Screen_Crop_9828,WTC11_Random_Screen_Crop_9829,WTC11_Random_Screen_Crop_9830,WTC11_Random_Screen_Crop_9831,WTC11_Random_Screen_Crop_9832,WTC11_Random_Screen_Crop_9833,WTC11_Random_Screen_Crop_9834,WTC11_Random_Screen_Crop_9835,WTC11_Random_Screen_Crop_9836,WTC11_Random_Screen_Crop_9837,WTC11_Random_Screen_Crop_9838,WTC11_Random_Screen_Crop_9839,WTC11_Random_Screen_Crop_9840,WTC11_Random_Screen_Crop_9841,WTC11_Random_Screen_Crop_9842,WTC11_Random_Screen_Crop_9843,WTC11_Random_Screen_Crop_9844,WTC11_Random_Screen_Crop_9845"	TRUE	0.986060386	FALSE	0.1	0.15	0.3	0.85	0.99	1	1	1	1233	chr2	70124972	70125471	SNRPG|chr2:70124972-70125471	Other gene	0.005959734	0.005946309	0.500563781	0.001263216	0.007651007	0.141707906	High H3K27ac
chr2:75098847-75099148	chr2	75098847	75099148	chr2:75325974-75326275	chr2	75325974	75326275	WDR54|chr2:75098847-75099148	WDR54|chr2:75325974-75326275	WDR54	ENSG00000005448	WTC11	0.990431352	-0.013871111	-0.956864786	0.021068825	0.030689547	2.106882533	0.949136454	1.03172625	-0.074022624	0.046280402	-5.08635455	3.172624979	0.836	0.983115542	FALSE	677319	677275.5	chr2	74421678	74421679	distal	NA	NA	TACR1	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	0.1	0.08	0.26	0.67	0.92	1	1	1	NA	NA	chr2:75325974-75326275	enh	"WTC11_Random_Screen_Crop_10384,WTC11_Random_Screen_Crop_10385,WTC11_Random_Screen_Crop_10386,WTC11_Random_Screen_Crop_10387,WTC11_Random_Screen_Crop_10388,WTC11_Random_Screen_Crop_10389,WTC11_Random_Screen_Crop_10390,WTC11_Random_Screen_Crop_10391,WTC11_Random_Screen_Crop_10392,WTC11_Random_Screen_Crop_10393,WTC11_Random_Screen_Crop_10394,WTC11_Random_Screen_Crop_10395,WTC11_Random_Screen_Crop_10396,WTC11_Random_Screen_Crop_10397,WTC11_Random_Screen_Crop_10398"	TRUE	0.986060386	FALSE	0.12	0.12	0.27	0.68	0.93	1	1	1	705	chr2	75098748	75099247	WDR54|chr2:75098748-75099247	Other gene	9.39E-04	0.005946309	0.136356021	6.52E-04	0.007651007	0.078495019	CTCF element
chr2:75208833-75209134	chr2	75208833	75209134	chr2:75435959-75436260	chr2	75435959	75436260	MRPL19|chr2:75208833-75209134	MRPL19|chr2:75435959-75436260	MRPL19	ENSG00000115364	WTC11	0.970948978	-0.042532609	-2.905102207	0.085100634	0.126447698	8.51006342	0.804151735	1.137746221	-0.290370097	0.205304879	-19.58482651	13.7746221	0.84	0.983115542	FALSE	437800	437798.5	chr2	75646783	75646784	distal	NA	NA	NA	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	0.02	0.03	0.01	0.03	0.16	0.36	0.58	1	NA	NA	chr2:75435959-75436260	enh	"WTC11_Random_Screen_Crop_10429,WTC11_Random_Screen_Crop_10430,WTC11_Random_Screen_Crop_10431,WTC11_Random_Screen_Crop_10432,WTC11_Random_Screen_Crop_10433,WTC11_Random_Screen_Crop_10434,WTC11_Random_Screen_Crop_10435,WTC11_Random_Screen_Crop_10436,WTC11_Random_Screen_Crop_10437,WTC11_Random_Screen_Crop_10438,WTC11_Random_Screen_Crop_10439,WTC11_Random_Screen_Crop_10440,WTC11_Random_Screen_Crop_10441,WTC11_Random_Screen_Crop_10442,WTC11_Random_Screen_Crop_10443"	TRUE	0.986060386	FALSE	0.02	0.04	0.01	0.03	0.18	0.4	0.64	1	808	chr2	75208734	75209233	MRPL19|chr2:75208734-75209233	Ubiq. expr. gene	0.001676377	0.005946309	0.219919468	8.02E-04	0.007651007	0.09488724	H3K27ac
chr2:75609117-75609418	chr2	75609117	75609418	chr2:75836243-75836544	chr2	75836243	75836544	GCFC2|chr2:75609117-75609418	GCFC2|chr2:75836243-75836544	GCFC2	ENSG00000005436	WTC11	0.974497741	-0.037269253	-2.550225852	0.1119316	0.165709122	11.19316004	0.755111805	1.193883678	-0.362059132	0.287520626	-24.48881954	19.38836783	0.84	0.983115542	FALSE	101718	101717.5	chr2	75710988	75710989	distal	NA	NA	NA	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	0	0	0.02	0.02	0.06	0.15	0.25	0.98	NA	NA	chr2:75836243-75836544	enh	"WTC11_Random_Screen_Crop_10511,WTC11_Random_Screen_Crop_10512,WTC11_Random_Screen_Crop_10513,WTC11_Random_Screen_Crop_10514,WTC11_Random_Screen_Crop_10515,WTC11_Random_Screen_Crop_10516,WTC11_Random_Screen_Crop_10517,WTC11_Random_Screen_Crop_10518,WTC11_Random_Screen_Crop_10519,WTC11_Random_Screen_Crop_10520,WTC11_Random_Screen_Crop_10521,WTC11_Random_Screen_Crop_10522,WTC11_Random_Screen_Crop_10523,WTC11_Random_Screen_Crop_10524,WTC11_Random_Screen_Crop_10525"	TRUE	0.986060386	FALSE	0	0	0.02	0.02	0.06	0.17	0.28	0.99	760	chr2	75609018	75609517	GCFC2|chr2:75609018-75609517	Ubiq. expr. gene	0.011655052	0.005946309	0.662167669	0.001606141	0.007651007	0.173502791	CTCF element
chr2:75627935-75628236	chr2	75627935	75628236	chr2:75855061-75855362	chr2	75855061	75855362	AUP1|chr2:75627935-75628236	AUP1|chr2:75855061-75855362	AUP1	ENSG00000115307	WTC11	0.997199391	-0.004046094	-0.280060933	0.018168915	0.026285819	1.816891456	0.961588318	1.032810463	-0.055566299	0.047474112	-3.841168187	3.28104632	0.836	0.983115542	FALSE	1098324	1098188.5	chr2	74529938	74529939	distal	NA	NA	NA	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	0.05	0.05	0.2	0.52	0.92	1	1	1	NA	NA	chr2:75855061-75855362	enh	"WTC11_Random_Screen_Crop_10526,WTC11_Random_Screen_Crop_10527,WTC11_Random_Screen_Crop_10528,WTC11_Random_Screen_Crop_10529,WTC11_Random_Screen_Crop_10530,WTC11_Random_Screen_Crop_10531,WTC11_Random_Screen_Crop_10532,WTC11_Random_Screen_Crop_10533,WTC11_Random_Screen_Crop_10534,WTC11_Random_Screen_Crop_10535,WTC11_Random_Screen_Crop_10536,WTC11_Random_Screen_Crop_10537,WTC11_Random_Screen_Crop_10538,WTC11_Random_Screen_Crop_10539,WTC11_Random_Screen_Crop_10540"	TRUE	0.986060386	FALSE	0.06	0.06	0.25	0.56	0.95	1	1	1	688	chr2	75627836	75628335	AUP1|chr2:75627836-75628335	Ubiq. expr. gene	4.94E-04	0.005946309	0.076695701	5.18E-04	0.007651007	0.063390998	CTCF element
chr2:217142700-217143001	chr2	217142700	217143001	chr2:218007423-218007724	chr2	218007423	218007724	XRCC5|chr2:217142700-217143001	XRCC5|chr2:218007423-218007724	XRCC5	ENSG00000079246	WTC11	1.003381354	0.004870033	0.338135386	0.010962319	0.015761986	1.096231886	0.981895209	1.024867499	-0.02602346	0.035763526	-1.81047911	2.486749882	0.84	0.983115542	FALSE	1035386	1033554.5	chr2	216107464	216107465	distal	NA	NA	NA	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	0.15	0.25	0.31	0.78	0.94	1	1	1	NA	NA	chr2:218007423-218007724	enh	"WTC11_Random_Screen_Crop_8955,WTC11_Random_Screen_Crop_8956,WTC11_Random_Screen_Crop_8957,WTC11_Random_Screen_Crop_8958,WTC11_Random_Screen_Crop_8959,WTC11_Random_Screen_Crop_8960,WTC11_Random_Screen_Crop_8961,WTC11_Random_Screen_Crop_8962,WTC11_Random_Screen_Crop_8963,WTC11_Random_Screen_Crop_8964,WTC11_Random_Screen_Crop_8965"	TRUE	0.986060386	FALSE	0.18	0.29	0.36	0.8	0.95	1	1	1	601	chr2	217142601	217143100	XRCC5|chr2:217142601-217143100	Ubiq. expr. gene	5.34E-04	0.005946309	0.082434973	5.33E-04	0.007651007	0.065078385	CTCF element
chr20:13220520-13220821	chr20	13220520	13220821	chr20:13201167-13201468	chr20	13201167	13201468	BTBD3|chr20:13220520-13220821	BTBD3|chr20:13201167-13201468	BTBD3	ENSG00000132640	WTC11	0.988790539	-0.016263156	-1.120946116	0.064927004	0.094731759	6.492700394	0.861533611	1.116047467	-0.201937403	0.169411091	-13.84663889	11.60474666	0.84	0.983115542	FALSE	1329946	1302806.5	chr20	11890723	11890724	promoter	ISM1	NA	NA	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	0.01	0.04	0.03	0.06	0.31	0.59	0.75	1	NA	NA	chr20:13201167-13201468	enh	"WTC11_Random_Screen_Crop_10955,WTC11_Random_Screen_Crop_10956,WTC11_Random_Screen_Crop_10957,WTC11_Random_Screen_Crop_10958,WTC11_Random_Screen_Crop_10959,WTC11_Random_Screen_Crop_10960,WTC11_Random_Screen_Crop_10961,WTC11_Random_Screen_Crop_10962,WTC11_Random_Screen_Crop_10963,WTC11_Random_Screen_Crop_10964,WTC11_Random_Screen_Crop_10965,WTC11_Random_Screen_Crop_10966,WTC11_Random_Screen_Crop_10967,WTC11_Random_Screen_Crop_10968,WTC11_Random_Screen_Crop_10969"	TRUE	0.986060386	FALSE	0.02	0.04	0.05	0.07	0.37	0.61	0.78	1	828	chr20	13219549	13220920	BTBD3|chr20:13219549-13220920	Other gene	3.83E-04	0.005946309	0.060520924	4.73E-04	0.007651007	0.058196143	NA
chr5:72063272-72063573	chr5	72063272	72063573	chr5:71359099-71359400	chr5	71359099	71359400	SMN1|chr5:72063272-72063573	SMN1|chr5:71359099-71359400	SMN1	ENSG00000172062	WTC11	0.983993811	-0.023278854	-1.600618922	0.087612728	0.128454516	8.761272822	0.812272863	1.155714758	-0.275049705	0.228491997	-18.77271365	15.57147581	0.836	0.983115542	FALSE	1138392	1138482.5	chr5	70925030	70925031	distal	NA	NA	NA	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	0.01	0.03	0.05	0.04	0.16	0.4	0.45	1	NA	NA	chr5:71359099-71359400	enh	"WTC11_Random_Screen_Crop_12668,WTC11_Random_Screen_Crop_12669,WTC11_Random_Screen_Crop_12670,WTC11_Random_Screen_Crop_12671,WTC11_Random_Screen_Crop_12672,WTC11_Random_Screen_Crop_12673,WTC11_Random_Screen_Crop_12674,WTC11_Random_Screen_Crop_12675,WTC11_Random_Screen_Crop_12676,WTC11_Random_Screen_Crop_12677,WTC11_Random_Screen_Crop_12678,WTC11_Random_Screen_Crop_12679,WTC11_Random_Screen_Crop_12680,WTC11_Random_Screen_Crop_12681,WTC11_Random_Screen_Crop_12682"	TRUE	0.986060386	FALSE	0.01	0.03	0.06	0.04	0.18	0.43	0.48	1	733	chr5	72063173	72063672	SMN1|chr5:72063173-72063672	Other gene	4.71E-04	0.005946309	0.073391897	5.09E-04	0.007651007	0.062386413	No H3K27ac
chr5:72417426-72417727	chr5	72417426	72417727	chr5:71713253-71713554	chr5	71713253	71713554	MAP1B|chr5:72417426-72417727	MAP1B|chr5:71713253-71713554	MAP1B	ENSG00000131711	WTC11	0.998707931	-0.001865267	-0.129206935	0.02079036	0.030032953	2.079035962	0.957958826	1.039457036	-0.060729856	0.056999321	-4.20411742	3.945703551	0.84	0.983115542	FALSE	310342	310309.5	chr5	72107234	72107235	distal	NA	NA	NA	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	0.07	0.1	0.18	0.6	0.94	0.99	1	1	NA	NA	chr5:71713253-71713554	enh	"WTC11_Random_Screen_Crop_12935,WTC11_Random_Screen_Crop_12936,WTC11_Random_Screen_Crop_12937,WTC11_Random_Screen_Crop_12938,WTC11_Random_Screen_Crop_12939,WTC11_Random_Screen_Crop_12940,WTC11_Random_Screen_Crop_12941,WTC11_Random_Screen_Crop_12942,WTC11_Random_Screen_Crop_12943,WTC11_Random_Screen_Crop_12944,WTC11_Random_Screen_Crop_12945,WTC11_Random_Screen_Crop_12946,WTC11_Random_Screen_Crop_12947,WTC11_Random_Screen_Crop_12948,WTC11_Random_Screen_Crop_12949"	TRUE	0.986060386	FALSE	0.08	0.11	0.19	0.65	0.96	0.99	1	1	916	chr5	72417327	72418266	MAP1B|chr5:72417327-72418266	Other gene	0.002647919	0.005946309	0.308104391	9.45E-04	0.007651007	0.10990862	No H3K27ac
chr5:72847852-72848352	chr5	72847852	72848352	chr5:72143679-72144179	chr5	72143679	72144179	MAP1B|chr5:72847852-72848352	MAP1B|chr5:72143679-72144179	MAP1B	ENSG00000131711	WTC11	0.992714164	-0.010549718	-0.728583593	0.021443908	0.031164075	2.144390757	0.950684105	1.034744223	-0.071631306	0.05053187	-4.931589477	3.47442229	0.84	0.983115542	FALSE	740868	740835	chr5	72107234	72107235	promoter	TNPO1	NA	TNPO1	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	0.12	0.07	0.19	0.63	0.92	1	1	1	NA	TNPO1	TNPO1_TSS_2	tss_random	"WTC11_Random_Screen_Crop_13040,WTC11_Random_Screen_Crop_13041,WTC11_Random_Screen_Crop_13042,WTC11_Random_Screen_Crop_13043,WTC11_Random_Screen_Crop_13044,WTC11_Random_Screen_Crop_13045,WTC11_Random_Screen_Crop_13046,WTC11_Random_Screen_Crop_13047,WTC11_Random_Screen_Crop_13048,WTC11_Random_Screen_Crop_13049,WTC11_Random_Screen_Crop_13050,WTC11_Random_Screen_Crop_13051,WTC11_Random_Screen_Crop_13052,WTC11_Random_Screen_Crop_13053,WTC11_Random_Screen_Crop_13054"	TRUE	0.986060386	FALSE	0.13	0.08	0.2	0.67	0.92	1	1	1	868	chr5	72847853	72848352	MAP1B|chr5:72847853-72848352	Other gene	8.33E-04	0.005946309	0.122923023	6.25E-04	0.007651007	0.07546393	NA
