intended_target_name_hg38	targeting_chr_hg38	targeting_start_hg38	targeting_end_hg38	intended_target_name_hg19	targeting_chr_hg19	targeting_start_hg19	targeting_end_hg19	element_gene_pair_identifier_hg38	element_gene_pair_identifier_hg19	gene_symbol	gene_id	cell_type	fold_change_effect_size	log_2_FC_effect_size	pct_change_effect_size	standard_error_fold_change	standard_error_log_2_FC	standard_error_pct_change	lower_CI_95_fold_change	upper_CI_95_fold_change	lower_CI_95_log_2_FC	upper_CI_95_log_2_FC	lower_CI_95_pct_change	upper_CI_95_pct_change	sceptre_p_value	sceptre_adj_p_value	significant	distance_to_gencode_gene_TSS	distance_to_abc_canonical_TSS	chrTSS_hg38	startTSS_hg38	endTSS_hg38	element_location	gencode_promoter_overlap	abc_tss_overlap	gencode_protein_coding_gene_body_overlap	DistalElement_Gene	DistalPromoter_Gene	selfPromoter	Positive_Control_DistalElement_Gene	Positive_Control_selfPromoter	Random_DistalElement_Gene	power_at_effect_size_2	power_at_effect_size_3	power_at_effect_size_5	power_at_effect_size_10	power_at_effect_size_15	power_at_effect_size_20	power_at_effect_size_25	power_at_effect_size_50	intended_positive_control_distal_element_target_gene	intended_positive_control_target_gene	design_file_target_name	design_file_type	guide_ids
chr17:7393494-7393795	chr17	7393494	7393795	chr17:7296813-7297114	chr17	7296813	7297114	MPDU1|chr17:7393494-7393795	MPDU1|chr17:7296813-7297114	MPDU1	ENSG00000129255	WTC11	1.0060267525433642	0.00866867020156406	0.6026752543370589	0.01772871333717579	0.02542390323937539	1.772871333717579	0.9712784744024996	1.0407750306842287	-0.0411621801476117	0.05849952055073982	-2.8721525597493955	4.077503068423513	0.924	0.9891509526135808	FALSE	189884	190001.5	chr17	7583529	7583530	promoter	PLSCR3	NA	PLSCR3,TMEM256-PLSCR3	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	0.04	0.14	0.27	0.77	0.93	1	1	1	NA	NA	chr17:7296813-7297114	enh	WTC11_Random_Screen_Crop_6814,WTC11_Random_Screen_Crop_6815,WTC11_Random_Screen_Crop_6816,WTC11_Random_Screen_Crop_6817,WTC11_Random_Screen_Crop_6818,WTC11_Random_Screen_Crop_6819,WTC11_Random_Screen_Crop_6820,WTC11_Random_Screen_Crop_6821,WTC11_Random_Screen_Crop_6822,WTC11_Random_Screen_Crop_6823,WTC11_Random_Screen_Crop_6824,WTC11_Random_Screen_Crop_6825,WTC11_Random_Screen_Crop_6826,WTC11_Random_Screen_Crop_6827,WTC11_Random_Screen_Crop_6828
chr17:7393494-7393795	chr17	7393494	7393795	chr17:7296813-7297114	chr17	7296813	7297114	NLGN2|chr17:7393494-7393795	NLGN2|chr17:7296813-7297114	NLGN2	ENSG00000169992	WTC11	1.0195290061378757	0.02790282137315134	1.952900613789454	0.02871570689085829	0.0406344573598721	2.871570689085829	0.9632462206317934	1.075811791643958	-0.05174071505219799	0.10754635779850066	-3.6753779368187707	7.581179164397678	0.56	0.9169215442092156	FALSE	11230	14537.5	chr17	7404874	7404875	promoter	PLSCR3	NA	PLSCR3,TMEM256-PLSCR3	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	0.06	0.1	0.17	0.46	0.83	0.99	1	1	NA	NA	chr17:7296813-7297114	enh	WTC11_Random_Screen_Crop_6814,WTC11_Random_Screen_Crop_6815,WTC11_Random_Screen_Crop_6816,WTC11_Random_Screen_Crop_6817,WTC11_Random_Screen_Crop_6818,WTC11_Random_Screen_Crop_6819,WTC11_Random_Screen_Crop_6820,WTC11_Random_Screen_Crop_6821,WTC11_Random_Screen_Crop_6822,WTC11_Random_Screen_Crop_6823,WTC11_Random_Screen_Crop_6824,WTC11_Random_Screen_Crop_6825,WTC11_Random_Screen_Crop_6826,WTC11_Random_Screen_Crop_6827,WTC11_Random_Screen_Crop_6828
chr17:7393494-7393795	chr17	7393494	7393795	chr17:7296813-7297114	chr17	7296813	7297114	PIMREG|chr17:7393494-7393795	PIMREG|chr17:7296813-7297114	PIMREG	ENSG00000129195	WTC11	1.0126180340735613	0.01809008305657132	1.261803407353934	0.01610199459692147	0.0229407999578565	1.610199459692147	0.9810581246635952	1.0441779434835274	-0.02687388486082742	0.06305405097397006	-1.894187533642674	4.417794348350542	0.256	0.8010204664445503	FALSE	949202	949230.5	chr17	NA	NA	promoter	PLSCR3	NA	PLSCR3,TMEM256-PLSCR3	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	0.02	0.1	0.2	0.57	0.89	1	1	1	NA	NA	chr17:7296813-7297114	enh	WTC11_Random_Screen_Crop_6814,WTC11_Random_Screen_Crop_6815,WTC11_Random_Screen_Crop_6816,WTC11_Random_Screen_Crop_6817,WTC11_Random_Screen_Crop_6818,WTC11_Random_Screen_Crop_6819,WTC11_Random_Screen_Crop_6820,WTC11_Random_Screen_Crop_6821,WTC11_Random_Screen_Crop_6822,WTC11_Random_Screen_Crop_6823,WTC11_Random_Screen_Crop_6824,WTC11_Random_Screen_Crop_6825,WTC11_Random_Screen_Crop_6826,WTC11_Random_Screen_Crop_6827,WTC11_Random_Screen_Crop_6828
chr17:7393494-7393795	chr17	7393494	7393795	chr17:7296813-7297114	chr17	7296813	7297114	PLSCR3|chr17:7393494-7393795	PLSCR3|chr17:7296813-7297114	PLSCR3	ENSG00000187838	WTC11	0.7374643722792477	-0.43935474203755703	-26.25356277207558	0.017290374607966036	0.03382500719991325	1.7290374607966035	0.7035752380476342	0.7713535065108611	-0.505651756149387	-0.37305772792572706	-29.642476195236924	-22.864649348914234	1.3254524700622003e-54	1.7427049076377807e-52	TRUE	1198	1198.5	chr17	7394842	7394843	promoter	PLSCR3	NA	PLSCR3,TMEM256-PLSCR3	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	0.11	0.13	0.24	0.72	0.94	1	1	1	NA	NA	chr17:7296813-7297114	enh	WTC11_Random_Screen_Crop_6814,WTC11_Random_Screen_Crop_6815,WTC11_Random_Screen_Crop_6816,WTC11_Random_Screen_Crop_6817,WTC11_Random_Screen_Crop_6818,WTC11_Random_Screen_Crop_6819,WTC11_Random_Screen_Crop_6820,WTC11_Random_Screen_Crop_6821,WTC11_Random_Screen_Crop_6822,WTC11_Random_Screen_Crop_6823,WTC11_Random_Screen_Crop_6824,WTC11_Random_Screen_Crop_6825,WTC11_Random_Screen_Crop_6826,WTC11_Random_Screen_Crop_6827,WTC11_Random_Screen_Crop_6828
chr17:7393494-7393795	chr17	7393494	7393795	chr17:7296813-7297114	chr17	7296813	7297114	POLR2A|chr17:7393494-7393795	POLR2A|chr17:7296813-7297114	POLR2A	ENSG00000181222	WTC11	1.0049572498084904	0.00713413145286107	0.495724980848089	0.013466979357853601	0.01933290628932909	1.3466979357853601	0.9785619702670973	1.0313525293498835	-0.030758364874223947	0.045026627779946087	-2.143802973291217	3.135252934987395	0.876	0.9872960635130664	FALSE	90722	90733.5	chr17	7484366	7484367	promoter	PLSCR3	NA	PLSCR3,TMEM256-PLSCR3	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	0.08	0.16	0.26	0.73	0.97	1	1	1	NA	NA	chr17:7296813-7297114	enh	WTC11_Random_Screen_Crop_6814,WTC11_Random_Screen_Crop_6815,WTC11_Random_Screen_Crop_6816,WTC11_Random_Screen_Crop_6817,WTC11_Random_Screen_Crop_6818,WTC11_Random_Screen_Crop_6819,WTC11_Random_Screen_Crop_6820,WTC11_Random_Screen_Crop_6821,WTC11_Random_Screen_Crop_6822,WTC11_Random_Screen_Crop_6823,WTC11_Random_Screen_Crop_6824,WTC11_Random_Screen_Crop_6825,WTC11_Random_Screen_Crop_6826,WTC11_Random_Screen_Crop_6827,WTC11_Random_Screen_Crop_6828
chr17:7393494-7393795	chr17	7393494	7393795	chr17:7296813-7297114	chr17	7296813	7297114	RNASEK|chr17:7393494-7393795	RNASEK|chr17:7296813-7297114	RNASEK	ENSG00000219200	WTC11	0.994269647388248	-0.00829092902155188	-0.573035261175891	0.008397933120645415	0.012185483584556542	0.8397933120645416	0.977809698471783	1.010729596304713	-0.0321744768472827	0.015592618804178941	-2.2190301528223926	1.0729596304706104	0.468	0.8920359524499856	FALSE	381227	381228.5	chr17	7012417	7012418	promoter	PLSCR3	NA	PLSCR3,TMEM256-PLSCR3	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	0.16	0.17	0.35	0.79	0.99	1	1	1	NA	NA	chr17:7296813-7297114	enh	WTC11_Random_Screen_Crop_6814,WTC11_Random_Screen_Crop_6815,WTC11_Random_Screen_Crop_6816,WTC11_Random_Screen_Crop_6817,WTC11_Random_Screen_Crop_6818,WTC11_Random_Screen_Crop_6819,WTC11_Random_Screen_Crop_6820,WTC11_Random_Screen_Crop_6821,WTC11_Random_Screen_Crop_6822,WTC11_Random_Screen_Crop_6823,WTC11_Random_Screen_Crop_6824,WTC11_Random_Screen_Crop_6825,WTC11_Random_Screen_Crop_6826,WTC11_Random_Screen_Crop_6827,WTC11_Random_Screen_Crop_6828
chr17:7393494-7393795	chr17	7393494	7393795	chr17:7296813-7297114	chr17	7296813	7297114	RPAIN|chr17:7393494-7393795	RPAIN|chr17:7296813-7297114	RPAIN	ENSG00000129197	WTC11	0.9945494647164002	-0.00788496844737378	-0.545053528360706	0.022559204329227697	0.03272441780606485	2.25592043292277	0.9503334242311139	1.0387655052016864	-0.07202482734726089	0.05625489045251332	-4.966657576889334	3.8765505201679225	0.78	0.968225075528701	FALSE	1974002	1974004.5	chr17	5419641	5419642	promoter	PLSCR3	NA	PLSCR3,TMEM256-PLSCR3	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	0.04	0.13	0.21	0.65	0.96	1	1	1	NA	NA	chr17:7296813-7297114	enh	WTC11_Random_Screen_Crop_6814,WTC11_Random_Screen_Crop_6815,WTC11_Random_Screen_Crop_6816,WTC11_Random_Screen_Crop_6817,WTC11_Random_Screen_Crop_6818,WTC11_Random_Screen_Crop_6819,WTC11_Random_Screen_Crop_6820,WTC11_Random_Screen_Crop_6821,WTC11_Random_Screen_Crop_6822,WTC11_Random_Screen_Crop_6823,WTC11_Random_Screen_Crop_6824,WTC11_Random_Screen_Crop_6825,WTC11_Random_Screen_Crop_6826,WTC11_Random_Screen_Crop_6827,WTC11_Random_Screen_Crop_6828
chr17:7393494-7393795	chr17	7393494	7393795	chr17:7296813-7297114	chr17	7296813	7297114	SAT2|chr17:7393494-7393795	SAT2|chr17:7296813-7297114	SAT2	ENSG00000141504	WTC11	1.0200010180257333	0.02857059209868146	2.0001018025736608	0.014767455614594298	0.02088717031181	1.4767455614594298	0.9910568050211285	1.0489452310303382	-0.012368261712466144	0.06950944590982906	-0.8943194978868214	4.8945231030341425	0.208	0.765188584219362	FALSE	234231	234231.5	chr17	7627875	7627876	promoter	PLSCR3	NA	PLSCR3,TMEM256-PLSCR3	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	0.11	0.16	0.23	0.75	0.96	1	1	1	NA	NA	chr17:7296813-7297114	enh	WTC11_Random_Screen_Crop_6814,WTC11_Random_Screen_Crop_6815,WTC11_Random_Screen_Crop_6816,WTC11_Random_Screen_Crop_6817,WTC11_Random_Screen_Crop_6818,WTC11_Random_Screen_Crop_6819,WTC11_Random_Screen_Crop_6820,WTC11_Random_Screen_Crop_6821,WTC11_Random_Screen_Crop_6822,WTC11_Random_Screen_Crop_6823,WTC11_Random_Screen_Crop_6824,WTC11_Random_Screen_Crop_6825,WTC11_Random_Screen_Crop_6826,WTC11_Random_Screen_Crop_6827,WTC11_Random_Screen_Crop_6828
chr17:7393494-7393795	chr17	7393494	7393795	chr17:7296813-7297114	chr17	7296813	7297114	SENP3|chr17:7393494-7393795	SENP3|chr17:7296813-7297114	SENP3	ENSG00000161956	WTC11	1.001218906795338	0.0017574399286539	0.121890679533209	0.030395414561381198	0.04379792826108967	3.0395414561381195	0.9416438942550309	1.0607939193356453	-0.08408649946308185	0.08760137932038965	-5.8356105744975055	6.079391933563923	0.88	0.9872960635130664	FALSE	168273	168346.5	chr17	7561875	7561876	promoter	PLSCR3	NA	PLSCR3,TMEM256-PLSCR3	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	0.03	0.09	0.12	0.37	0.81	0.94	1	1	NA	NA	chr17:7296813-7297114	enh	WTC11_Random_Screen_Crop_6814,WTC11_Random_Screen_Crop_6815,WTC11_Random_Screen_Crop_6816,WTC11_Random_Screen_Crop_6817,WTC11_Random_Screen_Crop_6818,WTC11_Random_Screen_Crop_6819,WTC11_Random_Screen_Crop_6820,WTC11_Random_Screen_Crop_6821,WTC11_Random_Screen_Crop_6822,WTC11_Random_Screen_Crop_6823,WTC11_Random_Screen_Crop_6824,WTC11_Random_Screen_Crop_6825,WTC11_Random_Screen_Crop_6826,WTC11_Random_Screen_Crop_6827,WTC11_Random_Screen_Crop_6828
chr17:7393494-7393795	chr17	7393494	7393795	chr17:7296813-7297114	chr17	7296813	7297114	TMEM107|chr17:7393494-7393795	TMEM107|chr17:7296813-7297114	TMEM107	ENSG00000179029	WTC11	0.9901353529009761	-0.01430233776444588	-0.98646470990189	0.03567114974892032	0.05197530892599261	3.567114974892032	0.9202198993930922	1.0600508064088598	-0.11617394325939139	0.08756926773049963	-7.978010060690273	6.005080640886493	0.692	0.9527137172774868	FALSE	782754	782751.5	chr17	8176398	8176399	promoter	PLSCR3	NA	PLSCR3,TMEM256-PLSCR3	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	0.01	0.03	0.11	0.29	0.74	0.92	0.99	1	NA	NA	chr17:7296813-7297114	enh	WTC11_Random_Screen_Crop_6814,WTC11_Random_Screen_Crop_6815,WTC11_Random_Screen_Crop_6816,WTC11_Random_Screen_Crop_6817,WTC11_Random_Screen_Crop_6818,WTC11_Random_Screen_Crop_6819,WTC11_Random_Screen_Crop_6820,WTC11_Random_Screen_Crop_6821,WTC11_Random_Screen_Crop_6822,WTC11_Random_Screen_Crop_6823,WTC11_Random_Screen_Crop_6824,WTC11_Random_Screen_Crop_6825,WTC11_Random_Screen_Crop_6826,WTC11_Random_Screen_Crop_6827,WTC11_Random_Screen_Crop_6828
chr17:7393494-7393795	chr17	7393494	7393795	chr17:7296813-7297114	chr17	7296813	7297114	TMEM256|chr17:7393494-7393795	TMEM256|chr17:7296813-7297114	TMEM256	ENSG00000205544	WTC11	0.9959043382708815	-0.00592092421078675	-0.409566172912201	0.008615311368697481	0.012480382411943524	0.8615311368697481	0.9790183279882345	1.0127903485535286	-0.030382473738196056	0.018540625316622556	-2.0981672011769072	1.2790348553525055	0.768	0.96554446356856	FALSE	10453	10486.5	chr17	7404136	7404137	promoter	PLSCR3	NA	PLSCR3,TMEM256-PLSCR3	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	0.11	0.18	0.29	0.84	0.95	1	1	1	NA	NA	chr17:7296813-7297114	enh	WTC11_Random_Screen_Crop_6814,WTC11_Random_Screen_Crop_6815,WTC11_Random_Screen_Crop_6816,WTC11_Random_Screen_Crop_6817,WTC11_Random_Screen_Crop_6818,WTC11_Random_Screen_Crop_6819,WTC11_Random_Screen_Crop_6820,WTC11_Random_Screen_Crop_6821,WTC11_Random_Screen_Crop_6822,WTC11_Random_Screen_Crop_6823,WTC11_Random_Screen_Crop_6824,WTC11_Random_Screen_Crop_6825,WTC11_Random_Screen_Crop_6826,WTC11_Random_Screen_Crop_6827,WTC11_Random_Screen_Crop_6828
chr17:7393494-7393795	chr17	7393494	7393795	chr17:7296813-7297114	chr17	7296813	7297114	TMEM88|chr17:7393494-7393795	TMEM88|chr17:7296813-7297114	TMEM88	ENSG00000167874	WTC11	1.1249220510151372	0.16982503654449424	12.492205101512656	0.09694120142858062	0.12432558365499534	9.694120142858061	0.9349172962151192	1.3149268058151553	-0.07385310741929663	0.4135031805082851	-6.508270378489144	31.492680581514456	0.236	0.7815939546599496	FALSE	461421	461420.5	chr17	7855065	7855066	promoter	PLSCR3	NA	PLSCR3,TMEM256-PLSCR3	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	0	0.02	0.01	0.03	0.13	0.24	0.46	1	NA	NA	chr17:7296813-7297114	enh	WTC11_Random_Screen_Crop_6814,WTC11_Random_Screen_Crop_6815,WTC11_Random_Screen_Crop_6816,WTC11_Random_Screen_Crop_6817,WTC11_Random_Screen_Crop_6818,WTC11_Random_Screen_Crop_6819,WTC11_Random_Screen_Crop_6820,WTC11_Random_Screen_Crop_6821,WTC11_Random_Screen_Crop_6822,WTC11_Random_Screen_Crop_6823,WTC11_Random_Screen_Crop_6824,WTC11_Random_Screen_Crop_6825,WTC11_Random_Screen_Crop_6826,WTC11_Random_Screen_Crop_6827,WTC11_Random_Screen_Crop_6828
chr17:7393494-7393795	chr17	7393494	7393795	chr17:7296813-7297114	chr17	7296813	7297114	TP53|chr17:7393494-7393795	TP53|chr17:7296813-7297114	TP53	ENSG00000141510	WTC11	1.0167019336731635	0.02389678653102399	1.670193367317041	0.0093612666579799	0.01328359132269376	0.93612666579799	0.9983538510235229	1.035050016322804	-0.0021390524614557788	0.049932625523503756	-0.1646148976470192	3.5050016322811013	0.112	0.6385845620121422	FALSE	293905	293905.5	chr17	7687549	7687550	promoter	PLSCR3	NA	PLSCR3,TMEM256-PLSCR3	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	0.09	0.15	0.38	0.85	1	1	1	1	NA	NA	chr17:7296813-7297114	enh	WTC11_Random_Screen_Crop_6814,WTC11_Random_Screen_Crop_6815,WTC11_Random_Screen_Crop_6816,WTC11_Random_Screen_Crop_6817,WTC11_Random_Screen_Crop_6818,WTC11_Random_Screen_Crop_6819,WTC11_Random_Screen_Crop_6820,WTC11_Random_Screen_Crop_6821,WTC11_Random_Screen_Crop_6822,WTC11_Random_Screen_Crop_6823,WTC11_Random_Screen_Crop_6824,WTC11_Random_Screen_Crop_6825,WTC11_Random_Screen_Crop_6826,WTC11_Random_Screen_Crop_6827,WTC11_Random_Screen_Crop_6828
chr17:7393494-7393795	chr17	7393494	7393795	chr17:7296813-7297114	chr17	7296813	7297114	TRAPPC1|chr17:7393494-7393795	TRAPPC1|chr17:7296813-7297114	TRAPPC1	ENSG00000170043	WTC11	1.0112803683552667	0.01618302687547759	1.128036835526558	0.010180783549579407	0.014523930651625465	1.0180783549579406	0.991326032598091	1.0312347041124423	-0.012283877201708322	0.0446499309526635	-0.8673967401910057	3.1234704112441216	0.176	0.7355524475524474	FALSE	538478	538304.5	chr17	7932122	7932123	promoter	PLSCR3	NA	PLSCR3,TMEM256-PLSCR3	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	0.11	0.15	0.37	0.83	0.97	1	1	1	NA	NA	chr17:7296813-7297114	enh	WTC11_Random_Screen_Crop_6814,WTC11_Random_Screen_Crop_6815,WTC11_Random_Screen_Crop_6816,WTC11_Random_Screen_Crop_6817,WTC11_Random_Screen_Crop_6818,WTC11_Random_Screen_Crop_6819,WTC11_Random_Screen_Crop_6820,WTC11_Random_Screen_Crop_6821,WTC11_Random_Screen_Crop_6822,WTC11_Random_Screen_Crop_6823,WTC11_Random_Screen_Crop_6824,WTC11_Random_Screen_Crop_6825,WTC11_Random_Screen_Crop_6826,WTC11_Random_Screen_Crop_6827,WTC11_Random_Screen_Crop_6828
chr17:7393494-7393795	chr17	7393494	7393795	chr17:7296813-7297114	chr17	7296813	7297114	TXNDC17|chr17:7393494-7393795	TXNDC17|chr17:7296813-7297114	TXNDC17	ENSG00000129235	WTC11	0.9896319370027911	-0.01503603574924209	-1.036806299721393	0.008158024845261607	0.01189284778273549	0.8158024845261607	0.9736422083060783	1.0056216656995038	-0.038346017403403654	0.008273945904919472	-2.6357791693926678	0.5621665699498819	0.176	0.7355524475524474	FALSE	752658	752743.5	chr17	6640758	6640759	promoter	PLSCR3	NA	PLSCR3,TMEM256-PLSCR3	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	0.07	0.21	0.32	0.87	1	1	1	1	NA	NA	chr17:7296813-7297114	enh	WTC11_Random_Screen_Crop_6814,WTC11_Random_Screen_Crop_6815,WTC11_Random_Screen_Crop_6816,WTC11_Random_Screen_Crop_6817,WTC11_Random_Screen_Crop_6818,WTC11_Random_Screen_Crop_6819,WTC11_Random_Screen_Crop_6820,WTC11_Random_Screen_Crop_6821,WTC11_Random_Screen_Crop_6822,WTC11_Random_Screen_Crop_6823,WTC11_Random_Screen_Crop_6824,WTC11_Random_Screen_Crop_6825,WTC11_Random_Screen_Crop_6826,WTC11_Random_Screen_Crop_6827,WTC11_Random_Screen_Crop_6828
chr17:7393494-7393795	chr17	7393494	7393795	chr17:7296813-7297114	chr17	7296813	7297114	VAMP2|chr17:7393494-7393795	VAMP2|chr17:7296813-7297114	VAMP2	ENSG00000220205	WTC11	1.0644811666661602	0.09015042513290757	6.4481166666158	0.02347981231192384	0.0318222715856087	2.3479812311923842	1.0184607345347896	1.1105015987975309	0.02777877282511452	0.15252207744070062	1.8460734534787262	11.050159879752872	0.036	0.4052465753424657	FALSE	769901	769330.5	chr17	8163545	8163546	promoter	PLSCR3	NA	PLSCR3,TMEM256-PLSCR3	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	0.05	0.1	0.16	0.54	0.96	0.97	1	1	NA	NA	chr17:7296813-7297114	enh	WTC11_Random_Screen_Crop_6814,WTC11_Random_Screen_Crop_6815,WTC11_Random_Screen_Crop_6816,WTC11_Random_Screen_Crop_6817,WTC11_Random_Screen_Crop_6818,WTC11_Random_Screen_Crop_6819,WTC11_Random_Screen_Crop_6820,WTC11_Random_Screen_Crop_6821,WTC11_Random_Screen_Crop_6822,WTC11_Random_Screen_Crop_6823,WTC11_Random_Screen_Crop_6824,WTC11_Random_Screen_Crop_6825,WTC11_Random_Screen_Crop_6826,WTC11_Random_Screen_Crop_6827,WTC11_Random_Screen_Crop_6828
chr17:7403881-7404381	chr17	7403881	7404381	chr17:7307200-7307700	chr17	7307200	7307700	CLDN7|chr17:7403881-7404381	CLDN7|chr17:7307200-7307700	CLDN7	ENSG00000181885	WTC11	1.00551388421847	0.00793300263265398	0.5513884218463659	0.01212364827097136	0.017394814246256784	1.2123648270971361	0.9817515336073662	1.0292762348295739	-0.026160833290009317	0.042026838555317275	-1.8248466392640208	2.927623482956753	0.764	0.9647591240875912	FALSE	140148	141186	chr17	7263982	7263983	promoter	TMEM256,NLGN2	TMEM256-PLSCR3,TMEM256	TMEM256,TMEM256-PLSCR3	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	0.15	0.1	0.27	0.8	0.97	1	1	1	NA	TMEM256	TMEM256_TSS	tss_random	WTC11_Random_Screen_Crop_6829,WTC11_Random_Screen_Crop_6830,WTC11_Random_Screen_Crop_6831,WTC11_Random_Screen_Crop_6832,WTC11_Random_Screen_Crop_6833,WTC11_Random_Screen_Crop_6834,WTC11_Random_Screen_Crop_6835,WTC11_Random_Screen_Crop_6836,WTC11_Random_Screen_Crop_6837,WTC11_Random_Screen_Crop_6838,WTC11_Random_Screen_Crop_6839,WTC11_Random_Screen_Crop_6840,WTC11_Random_Screen_Crop_6841,WTC11_Random_Screen_Crop_6842,WTC11_Random_Screen_Crop_6843
chr17:7403881-7404381	chr17	7403881	7404381	chr17:7307200-7307700	chr17	7307200	7307700	EIF4A1|chr17:7403881-7404381	EIF4A1|chr17:7307200-7307700	EIF4A1	ENSG00000161960	WTC11	0.9933553102640298	-0.00961825158588151	-0.6644689735977639	0.005587515678658224	0.00811500283654491	0.5587515678658224	0.9824037795338597	1.0043068409942	-0.025523657145509533	0.006287153973746512	-1.7596220466147758	0.4306840994192479	0.224	0.7730057742782153	FALSE	168574	168574	chr17	7572706	7572707	promoter	TMEM256,NLGN2	TMEM256-PLSCR3,TMEM256	TMEM256,TMEM256-PLSCR3	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	0.22	0.23	0.35	0.82	1	1	1	1	NA	TMEM256	TMEM256_TSS	tss_random	WTC11_Random_Screen_Crop_6829,WTC11_Random_Screen_Crop_6830,WTC11_Random_Screen_Crop_6831,WTC11_Random_Screen_Crop_6832,WTC11_Random_Screen_Crop_6833,WTC11_Random_Screen_Crop_6834,WTC11_Random_Screen_Crop_6835,WTC11_Random_Screen_Crop_6836,WTC11_Random_Screen_Crop_6837,WTC11_Random_Screen_Crop_6838,WTC11_Random_Screen_Crop_6839,WTC11_Random_Screen_Crop_6840,WTC11_Random_Screen_Crop_6841,WTC11_Random_Screen_Crop_6842,WTC11_Random_Screen_Crop_6843
chr17:7403881-7404381	chr17	7403881	7404381	chr17:7307200-7307700	chr17	7307200	7307700	EIF5A|chr17:7403881-7404381	EIF5A|chr17:7307200-7307700	EIF5A	ENSG00000132507	WTC11	0.9935678834284135	-0.00930955495158684	-0.6432116571597469	0.007602392293445703	0.011038937392783417	0.7602392293445703	0.9786671945332599	1.0084685723235671	-0.030945872241442338	0.012326762338268656	-2.133280546675105	0.8468572323556108	0.416	0.8720612244897958	FALSE	97132	96595	chr17	7306999	7307000	promoter	TMEM256,NLGN2	TMEM256-PLSCR3,TMEM256	TMEM256,TMEM256-PLSCR3	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	0.2	0.24	0.31	0.83	0.97	1	1	1	NA	TMEM256	TMEM256_TSS	tss_random	WTC11_Random_Screen_Crop_6829,WTC11_Random_Screen_Crop_6830,WTC11_Random_Screen_Crop_6831,WTC11_Random_Screen_Crop_6832,WTC11_Random_Screen_Crop_6833,WTC11_Random_Screen_Crop_6834,WTC11_Random_Screen_Crop_6835,WTC11_Random_Screen_Crop_6836,WTC11_Random_Screen_Crop_6837,WTC11_Random_Screen_Crop_6838,WTC11_Random_Screen_Crop_6839,WTC11_Random_Screen_Crop_6840,WTC11_Random_Screen_Crop_6841,WTC11_Random_Screen_Crop_6842,WTC11_Random_Screen_Crop_6843
chr17:7403881-7404381	chr17	7403881	7404381	chr17:7307200-7307700	chr17	7307200	7307700	ELP5|chr17:7403881-7404381	ELP5|chr17:7307200-7307700	ELP5	ENSG00000170291	WTC11	0.9610180010645994	-0.05736464015953828	-3.898199893541854	0.028511232601678323	0.0428015019890435	2.8511232601678325	0.9051359851653099	1.0169000169638889	-0.14125558405806354	0.02652630373898697	-9.486401483470805	1.6900016963870979	0.18	0.7405006257822278	FALSE	152715	151931	chr17	7251416	7251417	promoter	TMEM256,NLGN2	TMEM256-PLSCR3,TMEM256	TMEM256,TMEM256-PLSCR3	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	0.03	0.1	0.17	0.47	0.86	0.99	1	1	NA	TMEM256	TMEM256_TSS	tss_random	WTC11_Random_Screen_Crop_6829,WTC11_Random_Screen_Crop_6830,WTC11_Random_Screen_Crop_6831,WTC11_Random_Screen_Crop_6832,WTC11_Random_Screen_Crop_6833,WTC11_Random_Screen_Crop_6834,WTC11_Random_Screen_Crop_6835,WTC11_Random_Screen_Crop_6836,WTC11_Random_Screen_Crop_6837,WTC11_Random_Screen_Crop_6838,WTC11_Random_Screen_Crop_6839,WTC11_Random_Screen_Crop_6840,WTC11_Random_Screen_Crop_6841,WTC11_Random_Screen_Crop_6842,WTC11_Random_Screen_Crop_6843
