intended_target_name_hg38	targeting_chr_hg38	targeting_start_hg38	targeting_end_hg38	intended_target_name_hg19	targeting_chr_hg19	targeting_start_hg19	targeting_end_hg19	element_gene_pair_identifier_hg38	element_gene_pair_identifier_hg19	gene_symbol	gene_id	cell_type	log_2_FC_effect_size	pct_change_effect_size	sceptre_p_value	sceptre_adj_p_value	significant	distance_to_gencode_gene_TSS	distance_to_abc_canonical_TSS	chrTSS_hg38	startTSS_hg38	endTSS_hg38	element_location	gencode_promoter_overlap	abc_tss_overlap	gencode_protein_coding_gene_body_overlap	DistalElement_Gene	DistalPromoter_Gene	selfPromoter	Positive_Control_DistalElement_Gene	Positive_Control_selfPromoter	Random_DistalElement_Gene	power_at_effect_size_2	power_at_effect_size_3	power_at_effect_size_5	power_at_effect_size_10	power_at_effect_size_15	power_at_effect_size_20	power_at_effect_size_25	power_at_effect_size_50	intended_positive_control_distal_element_target_gene	intended_positive_control_target_gene	design_file_target_name	design_file_type	guide_ids
chr17:7174224-7174525	chr17	7174224	7174525	chr17:7077543-7077844	chr17	7077543	7077844	MPDU1|chr17:7174224-7174525	MPDU1|chr17:7077543-7077844	MPDU1	ENSG00000129255	WTC11	0.021862336752729826	1.5269218353052059	0.356	0.8458055655945066	FALSE	409154	409271.5	chr17	7583529	7583530	distal	NA	NA	ASGR1	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	0.16	0.2	0.3	0.76	0.99	1	1	1	NA	NA	chr17:7077543-7077844	enh	WTC11_Random_Screen_Crop_6739,WTC11_Random_Screen_Crop_6740,WTC11_Random_Screen_Crop_6741,WTC11_Random_Screen_Crop_6742,WTC11_Random_Screen_Crop_6743,WTC11_Random_Screen_Crop_6744,WTC11_Random_Screen_Crop_6745,WTC11_Random_Screen_Crop_6746,WTC11_Random_Screen_Crop_6747,WTC11_Random_Screen_Crop_6748,WTC11_Random_Screen_Crop_6749,WTC11_Random_Screen_Crop_6750,WTC11_Random_Screen_Crop_6751,WTC11_Random_Screen_Crop_6752,WTC11_Random_Screen_Crop_6753
chr17:7174224-7174525	chr17	7174224	7174525	chr17:7077543-7077844	chr17	7077543	7077844	NLGN2|chr17:7174224-7174525	NLGN2|chr17:7077543-7077844	NLGN2	ENSG00000169992	WTC11	0.04540593037192116	3.1973504316635806	0.216	0.7659029126213591	FALSE	230500	233807.5	chr17	7404874	7404875	distal	NA	NA	ASGR1	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	0.12	0.07	0.15	0.57	0.96	0.97	1	1	NA	NA	chr17:7077543-7077844	enh	WTC11_Random_Screen_Crop_6739,WTC11_Random_Screen_Crop_6740,WTC11_Random_Screen_Crop_6741,WTC11_Random_Screen_Crop_6742,WTC11_Random_Screen_Crop_6743,WTC11_Random_Screen_Crop_6744,WTC11_Random_Screen_Crop_6745,WTC11_Random_Screen_Crop_6746,WTC11_Random_Screen_Crop_6747,WTC11_Random_Screen_Crop_6748,WTC11_Random_Screen_Crop_6749,WTC11_Random_Screen_Crop_6750,WTC11_Random_Screen_Crop_6751,WTC11_Random_Screen_Crop_6752,WTC11_Random_Screen_Crop_6753
chr17:7174224-7174525	chr17	7174224	7174525	chr17:7077543-7077844	chr17	7077543	7077844	PIMREG|chr17:7174224-7174525	PIMREG|chr17:7077543-7077844	PIMREG	ENSG00000129195	WTC11	-0.0028752197640908783	-0.199096586580282	0.568	0.9179036381514256	FALSE	729932	729960.5	chr17	NA	NA	distal	NA	NA	ASGR1	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	0.09	0.09	0.27	0.68	0.9	1	1	1	NA	NA	chr17:7077543-7077844	enh	WTC11_Random_Screen_Crop_6739,WTC11_Random_Screen_Crop_6740,WTC11_Random_Screen_Crop_6741,WTC11_Random_Screen_Crop_6742,WTC11_Random_Screen_Crop_6743,WTC11_Random_Screen_Crop_6744,WTC11_Random_Screen_Crop_6745,WTC11_Random_Screen_Crop_6746,WTC11_Random_Screen_Crop_6747,WTC11_Random_Screen_Crop_6748,WTC11_Random_Screen_Crop_6749,WTC11_Random_Screen_Crop_6750,WTC11_Random_Screen_Crop_6751,WTC11_Random_Screen_Crop_6752,WTC11_Random_Screen_Crop_6753
chr17:7174224-7174525	chr17	7174224	7174525	chr17:7077543-7077844	chr17	7077543	7077844	PLSCR3|chr17:7174224-7174525	PLSCR3|chr17:7077543-7077844	PLSCR3	ENSG00000187838	WTC11	0.01834335701685282	1.279582098360099	0.448	0.8823103654883163	FALSE	220468	220468.5	chr17	7394842	7394843	distal	NA	NA	ASGR1	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	0.16	0.19	0.32	0.77	1	1	1	1	NA	NA	chr17:7077543-7077844	enh	WTC11_Random_Screen_Crop_6739,WTC11_Random_Screen_Crop_6740,WTC11_Random_Screen_Crop_6741,WTC11_Random_Screen_Crop_6742,WTC11_Random_Screen_Crop_6743,WTC11_Random_Screen_Crop_6744,WTC11_Random_Screen_Crop_6745,WTC11_Random_Screen_Crop_6746,WTC11_Random_Screen_Crop_6747,WTC11_Random_Screen_Crop_6748,WTC11_Random_Screen_Crop_6749,WTC11_Random_Screen_Crop_6750,WTC11_Random_Screen_Crop_6751,WTC11_Random_Screen_Crop_6752,WTC11_Random_Screen_Crop_6753
chr17:7174224-7174525	chr17	7174224	7174525	chr17:7077543-7077844	chr17	7077543	7077844	POLR2A|chr17:7174224-7174525	POLR2A|chr17:7077543-7077844	POLR2A	ENSG00000181222	WTC11	0.037788802979843925	2.653925900236586	0.03331565287712719	0.4048375268285289	FALSE	309992	310003.5	chr17	7484366	7484367	distal	NA	NA	ASGR1	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	0.17	0.24	0.35	0.82	0.96	1	1	1	NA	NA	chr17:7077543-7077844	enh	WTC11_Random_Screen_Crop_6739,WTC11_Random_Screen_Crop_6740,WTC11_Random_Screen_Crop_6741,WTC11_Random_Screen_Crop_6742,WTC11_Random_Screen_Crop_6743,WTC11_Random_Screen_Crop_6744,WTC11_Random_Screen_Crop_6745,WTC11_Random_Screen_Crop_6746,WTC11_Random_Screen_Crop_6747,WTC11_Random_Screen_Crop_6748,WTC11_Random_Screen_Crop_6749,WTC11_Random_Screen_Crop_6750,WTC11_Random_Screen_Crop_6751,WTC11_Random_Screen_Crop_6752,WTC11_Random_Screen_Crop_6753
chr17:7174224-7174525	chr17	7174224	7174525	chr17:7077543-7077844	chr17	7077543	7077844	RNASEK|chr17:7174224-7174525	RNASEK|chr17:7077543-7077844	RNASEK	ENSG00000219200	WTC11	0.003118557023956481	0.216395699124571	0.756	0.962607786170831	FALSE	161957	161958.5	chr17	7012417	7012418	distal	NA	NA	ASGR1	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	0.18	0.27	0.39	0.85	1	1	1	1	NA	NA	chr17:7077543-7077844	enh	WTC11_Random_Screen_Crop_6739,WTC11_Random_Screen_Crop_6740,WTC11_Random_Screen_Crop_6741,WTC11_Random_Screen_Crop_6742,WTC11_Random_Screen_Crop_6743,WTC11_Random_Screen_Crop_6744,WTC11_Random_Screen_Crop_6745,WTC11_Random_Screen_Crop_6746,WTC11_Random_Screen_Crop_6747,WTC11_Random_Screen_Crop_6748,WTC11_Random_Screen_Crop_6749,WTC11_Random_Screen_Crop_6750,WTC11_Random_Screen_Crop_6751,WTC11_Random_Screen_Crop_6752,WTC11_Random_Screen_Crop_6753
chr17:7174224-7174525	chr17	7174224	7174525	chr17:7077543-7077844	chr17	7077543	7077844	RPAIN|chr17:7174224-7174525	RPAIN|chr17:7077543-7077844	RPAIN	ENSG00000129197	WTC11	-0.05431079932218989	-3.6945598824696715	0.108	0.6322279608192342	FALSE	1754732	1754734.5	chr17	5419641	5419642	distal	NA	NA	ASGR1	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	0.14	0.11	0.31	0.61	0.93	1	1	1	NA	NA	chr17:7077543-7077844	enh	WTC11_Random_Screen_Crop_6739,WTC11_Random_Screen_Crop_6740,WTC11_Random_Screen_Crop_6741,WTC11_Random_Screen_Crop_6742,WTC11_Random_Screen_Crop_6743,WTC11_Random_Screen_Crop_6744,WTC11_Random_Screen_Crop_6745,WTC11_Random_Screen_Crop_6746,WTC11_Random_Screen_Crop_6747,WTC11_Random_Screen_Crop_6748,WTC11_Random_Screen_Crop_6749,WTC11_Random_Screen_Crop_6750,WTC11_Random_Screen_Crop_6751,WTC11_Random_Screen_Crop_6752,WTC11_Random_Screen_Crop_6753
chr17:7174224-7174525	chr17	7174224	7174525	chr17:7077543-7077844	chr17	7077543	7077844	SAT2|chr17:7174224-7174525	SAT2|chr17:7077543-7077844	SAT2	ENSG00000141504	WTC11	0.011685152458432583	0.813242041569073	0.592	0.9270624106717484	FALSE	453501	453501.5	chr17	7627875	7627876	distal	NA	NA	ASGR1	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	0.12	0.18	0.51	0.76	0.98	1	1	1	NA	NA	chr17:7077543-7077844	enh	WTC11_Random_Screen_Crop_6739,WTC11_Random_Screen_Crop_6740,WTC11_Random_Screen_Crop_6741,WTC11_Random_Screen_Crop_6742,WTC11_Random_Screen_Crop_6743,WTC11_Random_Screen_Crop_6744,WTC11_Random_Screen_Crop_6745,WTC11_Random_Screen_Crop_6746,WTC11_Random_Screen_Crop_6747,WTC11_Random_Screen_Crop_6748,WTC11_Random_Screen_Crop_6749,WTC11_Random_Screen_Crop_6750,WTC11_Random_Screen_Crop_6751,WTC11_Random_Screen_Crop_6752,WTC11_Random_Screen_Crop_6753
chr17:7174224-7174525	chr17	7174224	7174525	chr17:7077543-7077844	chr17	7077543	7077844	SENP3|chr17:7174224-7174525	SENP3|chr17:7077543-7077844	SENP3	ENSG00000161956	WTC11	0.03804446549052414	2.672118993898276	0.4	0.8655694535878867	FALSE	387543	387616.5	chr17	7561875	7561876	distal	NA	NA	ASGR1	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	0.07	0.06	0.14	0.56	0.87	1	1	1	NA	NA	chr17:7077543-7077844	enh	WTC11_Random_Screen_Crop_6739,WTC11_Random_Screen_Crop_6740,WTC11_Random_Screen_Crop_6741,WTC11_Random_Screen_Crop_6742,WTC11_Random_Screen_Crop_6743,WTC11_Random_Screen_Crop_6744,WTC11_Random_Screen_Crop_6745,WTC11_Random_Screen_Crop_6746,WTC11_Random_Screen_Crop_6747,WTC11_Random_Screen_Crop_6748,WTC11_Random_Screen_Crop_6749,WTC11_Random_Screen_Crop_6750,WTC11_Random_Screen_Crop_6751,WTC11_Random_Screen_Crop_6752,WTC11_Random_Screen_Crop_6753
chr17:7174224-7174525	chr17	7174224	7174525	chr17:7077543-7077844	chr17	7077543	7077844	TMEM107|chr17:7174224-7174525	TMEM107|chr17:7077543-7077844	TMEM107	ENSG00000179029	WTC11	0.08132720369230904	5.799088907862049	0.104	0.6238102189781022	FALSE	1002024	1002021.5	chr17	8176398	8176399	distal	NA	NA	ASGR1	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	0.03	0.05	0.18	0.48	0.82	0.94	1	1	NA	NA	chr17:7077543-7077844	enh	WTC11_Random_Screen_Crop_6739,WTC11_Random_Screen_Crop_6740,WTC11_Random_Screen_Crop_6741,WTC11_Random_Screen_Crop_6742,WTC11_Random_Screen_Crop_6743,WTC11_Random_Screen_Crop_6744,WTC11_Random_Screen_Crop_6745,WTC11_Random_Screen_Crop_6746,WTC11_Random_Screen_Crop_6747,WTC11_Random_Screen_Crop_6748,WTC11_Random_Screen_Crop_6749,WTC11_Random_Screen_Crop_6750,WTC11_Random_Screen_Crop_6751,WTC11_Random_Screen_Crop_6752,WTC11_Random_Screen_Crop_6753
chr17:7174224-7174525	chr17	7174224	7174525	chr17:7077543-7077844	chr17	7077543	7077844	TMEM256|chr17:7174224-7174525	TMEM256|chr17:7077543-7077844	TMEM256	ENSG00000205544	WTC11	0.0037055527623071666	0.257179485485048	0.884	0.9872960635130664	FALSE	229723	229756.5	chr17	7404136	7404137	distal	NA	NA	ASGR1	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	0.1	0.2	0.41	0.82	1	1	1	1	NA	NA	chr17:7077543-7077844	enh	WTC11_Random_Screen_Crop_6739,WTC11_Random_Screen_Crop_6740,WTC11_Random_Screen_Crop_6741,WTC11_Random_Screen_Crop_6742,WTC11_Random_Screen_Crop_6743,WTC11_Random_Screen_Crop_6744,WTC11_Random_Screen_Crop_6745,WTC11_Random_Screen_Crop_6746,WTC11_Random_Screen_Crop_6747,WTC11_Random_Screen_Crop_6748,WTC11_Random_Screen_Crop_6749,WTC11_Random_Screen_Crop_6750,WTC11_Random_Screen_Crop_6751,WTC11_Random_Screen_Crop_6752,WTC11_Random_Screen_Crop_6753
chr17:7174224-7174525	chr17	7174224	7174525	chr17:7077543-7077844	chr17	7077543	7077844	TMEM88|chr17:7174224-7174525	TMEM88|chr17:7077543-7077844	TMEM88	ENSG00000167874	WTC11	0.12292487788570448	8.894031199542862	0.316	0.8227263366336635	FALSE	680691	680690.5	chr17	7855065	7855066	distal	NA	NA	ASGR1	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	0	0	0.01	0.03	0.11	0.36	0.45	1	NA	NA	chr17:7077543-7077844	enh	WTC11_Random_Screen_Crop_6739,WTC11_Random_Screen_Crop_6740,WTC11_Random_Screen_Crop_6741,WTC11_Random_Screen_Crop_6742,WTC11_Random_Screen_Crop_6743,WTC11_Random_Screen_Crop_6744,WTC11_Random_Screen_Crop_6745,WTC11_Random_Screen_Crop_6746,WTC11_Random_Screen_Crop_6747,WTC11_Random_Screen_Crop_6748,WTC11_Random_Screen_Crop_6749,WTC11_Random_Screen_Crop_6750,WTC11_Random_Screen_Crop_6751,WTC11_Random_Screen_Crop_6752,WTC11_Random_Screen_Crop_6753
chr17:7174224-7174525	chr17	7174224	7174525	chr17:7077543-7077844	chr17	7077543	7077844	TP53|chr17:7174224-7174525	TP53|chr17:7077543-7077844	TP53	ENSG00000141510	WTC11	-0.025267454484202697	-1.7361585079930901	0.072	0.5415652173913043	FALSE	513175	513175.5	chr17	7687549	7687550	distal	NA	NA	ASGR1	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	0.23	0.19	0.37	0.85	0.99	1	1	1	NA	NA	chr17:7077543-7077844	enh	WTC11_Random_Screen_Crop_6739,WTC11_Random_Screen_Crop_6740,WTC11_Random_Screen_Crop_6741,WTC11_Random_Screen_Crop_6742,WTC11_Random_Screen_Crop_6743,WTC11_Random_Screen_Crop_6744,WTC11_Random_Screen_Crop_6745,WTC11_Random_Screen_Crop_6746,WTC11_Random_Screen_Crop_6747,WTC11_Random_Screen_Crop_6748,WTC11_Random_Screen_Crop_6749,WTC11_Random_Screen_Crop_6750,WTC11_Random_Screen_Crop_6751,WTC11_Random_Screen_Crop_6752,WTC11_Random_Screen_Crop_6753
chr17:7174224-7174525	chr17	7174224	7174525	chr17:7077543-7077844	chr17	7077543	7077844	TRAPPC1|chr17:7174224-7174525	TRAPPC1|chr17:7077543-7077844	TRAPPC1	ENSG00000170043	WTC11	-0.019215114832845413	-1.323059855904384	0.132	0.6670007686395081	FALSE	757748	757574.5	chr17	7932122	7932123	distal	NA	NA	ASGR1	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	0.2	0.27	0.49	0.88	0.99	1	1	1	NA	NA	chr17:7077543-7077844	enh	WTC11_Random_Screen_Crop_6739,WTC11_Random_Screen_Crop_6740,WTC11_Random_Screen_Crop_6741,WTC11_Random_Screen_Crop_6742,WTC11_Random_Screen_Crop_6743,WTC11_Random_Screen_Crop_6744,WTC11_Random_Screen_Crop_6745,WTC11_Random_Screen_Crop_6746,WTC11_Random_Screen_Crop_6747,WTC11_Random_Screen_Crop_6748,WTC11_Random_Screen_Crop_6749,WTC11_Random_Screen_Crop_6750,WTC11_Random_Screen_Crop_6751,WTC11_Random_Screen_Crop_6752,WTC11_Random_Screen_Crop_6753
chr17:7174224-7174525	chr17	7174224	7174525	chr17:7077543-7077844	chr17	7077543	7077844	TXNDC17|chr17:7174224-7174525	TXNDC17|chr17:7077543-7077844	TXNDC17	ENSG00000129235	WTC11	-0.010634043233854315	-0.734385820376271	0.236	0.7815939546599496	FALSE	533388	533473.5	chr17	6640758	6640759	distal	NA	NA	ASGR1	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	0.2	0.21	0.5	0.8	1	1	1	1	NA	NA	chr17:7077543-7077844	enh	WTC11_Random_Screen_Crop_6739,WTC11_Random_Screen_Crop_6740,WTC11_Random_Screen_Crop_6741,WTC11_Random_Screen_Crop_6742,WTC11_Random_Screen_Crop_6743,WTC11_Random_Screen_Crop_6744,WTC11_Random_Screen_Crop_6745,WTC11_Random_Screen_Crop_6746,WTC11_Random_Screen_Crop_6747,WTC11_Random_Screen_Crop_6748,WTC11_Random_Screen_Crop_6749,WTC11_Random_Screen_Crop_6750,WTC11_Random_Screen_Crop_6751,WTC11_Random_Screen_Crop_6752,WTC11_Random_Screen_Crop_6753
chr17:7174224-7174525	chr17	7174224	7174525	chr17:7077543-7077844	chr17	7077543	7077844	VAMP2|chr17:7174224-7174525	VAMP2|chr17:7077543-7077844	VAMP2	ENSG00000220205	WTC11	0.023975783966931508	1.6757606592640468	0.54	0.912586118251928	FALSE	989171	988600.5	chr17	8163545	8163546	distal	NA	NA	ASGR1	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	0.07	0.15	0.24	0.61	0.91	0.99	1	1	NA	NA	chr17:7077543-7077844	enh	WTC11_Random_Screen_Crop_6739,WTC11_Random_Screen_Crop_6740,WTC11_Random_Screen_Crop_6741,WTC11_Random_Screen_Crop_6742,WTC11_Random_Screen_Crop_6743,WTC11_Random_Screen_Crop_6744,WTC11_Random_Screen_Crop_6745,WTC11_Random_Screen_Crop_6746,WTC11_Random_Screen_Crop_6747,WTC11_Random_Screen_Crop_6748,WTC11_Random_Screen_Crop_6749,WTC11_Random_Screen_Crop_6750,WTC11_Random_Screen_Crop_6751,WTC11_Random_Screen_Crop_6752,WTC11_Random_Screen_Crop_6753
chr17:7178111-7178412	chr17	7178111	7178412	chr17:7081430-7081731	chr17	7081430	7081731	CLDN7|chr17:7178111-7178412	CLDN7|chr17:7081430-7081731	CLDN7	ENSG00000181885	WTC11	-0.0266634350513182	-1.8311945789125978	0.08	0.5679481641468683	FALSE	85722	84683.5	chr17	7263982	7263983	promoter	ASGR1	NA	ASGR1	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	0.1	0.11	0.25	0.77	0.93	1	1	1	NA	NA	chr17:7081430-7081731	enh	WTC11_Random_Screen_Crop_6754,WTC11_Random_Screen_Crop_6755,WTC11_Random_Screen_Crop_6756,WTC11_Random_Screen_Crop_6757,WTC11_Random_Screen_Crop_6758,WTC11_Random_Screen_Crop_6759,WTC11_Random_Screen_Crop_6760,WTC11_Random_Screen_Crop_6761,WTC11_Random_Screen_Crop_6762,WTC11_Random_Screen_Crop_6763,WTC11_Random_Screen_Crop_6764,WTC11_Random_Screen_Crop_6765,WTC11_Random_Screen_Crop_6766,WTC11_Random_Screen_Crop_6767,WTC11_Random_Screen_Crop_6768
chr17:7178111-7178412	chr17	7178111	7178412	chr17:7081430-7081731	chr17	7081430	7081731	EIF4A1|chr17:7178111-7178412	EIF4A1|chr17:7081430-7081731	EIF4A1	ENSG00000161960	WTC11	-0.003859017950955587	-0.267129314220793	0.752	0.962607786170831	FALSE	394444	394443.5	chr17	7572706	7572707	promoter	ASGR1	NA	ASGR1	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	0.1	0.17	0.29	0.81	0.96	1	1	1	NA	NA	chr17:7081430-7081731	enh	WTC11_Random_Screen_Crop_6754,WTC11_Random_Screen_Crop_6755,WTC11_Random_Screen_Crop_6756,WTC11_Random_Screen_Crop_6757,WTC11_Random_Screen_Crop_6758,WTC11_Random_Screen_Crop_6759,WTC11_Random_Screen_Crop_6760,WTC11_Random_Screen_Crop_6761,WTC11_Random_Screen_Crop_6762,WTC11_Random_Screen_Crop_6763,WTC11_Random_Screen_Crop_6764,WTC11_Random_Screen_Crop_6765,WTC11_Random_Screen_Crop_6766,WTC11_Random_Screen_Crop_6767,WTC11_Random_Screen_Crop_6768
chr17:7178111-7178412	chr17	7178111	7178412	chr17:7081430-7081731	chr17	7081430	7081731	EIF5A|chr17:7178111-7178412	EIF5A|chr17:7081430-7081731	EIF5A	ENSG00000132507	WTC11	-0.004290746591266303	-0.296970059188994	0.764	0.9647591240875912	FALSE	128738	129274.5	chr17	7306999	7307000	promoter	ASGR1	NA	ASGR1	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	0.07	0.16	0.3	0.8	1	1	1	1	NA	NA	chr17:7081430-7081731	enh	WTC11_Random_Screen_Crop_6754,WTC11_Random_Screen_Crop_6755,WTC11_Random_Screen_Crop_6756,WTC11_Random_Screen_Crop_6757,WTC11_Random_Screen_Crop_6758,WTC11_Random_Screen_Crop_6759,WTC11_Random_Screen_Crop_6760,WTC11_Random_Screen_Crop_6761,WTC11_Random_Screen_Crop_6762,WTC11_Random_Screen_Crop_6763,WTC11_Random_Screen_Crop_6764,WTC11_Random_Screen_Crop_6765,WTC11_Random_Screen_Crop_6766,WTC11_Random_Screen_Crop_6767,WTC11_Random_Screen_Crop_6768
chr17:7178111-7178412	chr17	7178111	7178412	chr17:7081430-7081731	chr17	7081430	7081731	ELP5|chr17:7178111-7178412	ELP5|chr17:7081430-7081731	ELP5	ENSG00000170291	WTC11	0.0439884831205026	3.0960088718324776	0.396	0.864597808037197	FALSE	73155	73938.5	chr17	7251416	7251417	promoter	ASGR1	NA	ASGR1	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	0.04	0.06	0.14	0.45	0.79	0.98	1	1	NA	NA	chr17:7081430-7081731	enh	WTC11_Random_Screen_Crop_6754,WTC11_Random_Screen_Crop_6755,WTC11_Random_Screen_Crop_6756,WTC11_Random_Screen_Crop_6757,WTC11_Random_Screen_Crop_6758,WTC11_Random_Screen_Crop_6759,WTC11_Random_Screen_Crop_6760,WTC11_Random_Screen_Crop_6761,WTC11_Random_Screen_Crop_6762,WTC11_Random_Screen_Crop_6763,WTC11_Random_Screen_Crop_6764,WTC11_Random_Screen_Crop_6765,WTC11_Random_Screen_Crop_6766,WTC11_Random_Screen_Crop_6767,WTC11_Random_Screen_Crop_6768
chr17:7178111-7178412	chr17	7178111	7178412	chr17:7081430-7081731	chr17	7081430	7081731	GABARAP|chr17:7178111-7178412	GABARAP|chr17:7081430-7081731	GABARAP	ENSG00000170296	WTC11	0.007777381359025153	0.54054268469541	0.492	0.8979478067740144	FALSE	64188	64172.5	chr17	7242769	7242770	promoter	ASGR1	NA	ASGR1	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	0.09	0.18	0.26	0.73	0.99	1	1	1	NA	NA	chr17:7081430-7081731	enh	WTC11_Random_Screen_Crop_6754,WTC11_Random_Screen_Crop_6755,WTC11_Random_Screen_Crop_6756,WTC11_Random_Screen_Crop_6757,WTC11_Random_Screen_Crop_6758,WTC11_Random_Screen_Crop_6759,WTC11_Random_Screen_Crop_6760,WTC11_Random_Screen_Crop_6761,WTC11_Random_Screen_Crop_6762,WTC11_Random_Screen_Crop_6763,WTC11_Random_Screen_Crop_6764,WTC11_Random_Screen_Crop_6765,WTC11_Random_Screen_Crop_6766,WTC11_Random_Screen_Crop_6767,WTC11_Random_Screen_Crop_6768
chr17:7178111-7178412	chr17	7178111	7178412	chr17:7081430-7081731	chr17	7081430	7081731	GPS2|chr17:7178111-7178412	GPS2|chr17:7081430-7081731	GPS2	ENSG00000132522	WTC11	-0.04048464091494868	-2.767173924220045	0.2	0.76	FALSE	137303	137077.5	chr17	7315563	7315564	promoter	ASGR1	NA	ASGR1	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	0.04	0.16	0.19	0.62	0.92	0.99	1	1	NA	NA	chr17:7081430-7081731	enh	WTC11_Random_Screen_Crop_6754,WTC11_Random_Screen_Crop_6755,WTC11_Random_Screen_Crop_6756,WTC11_Random_Screen_Crop_6757,WTC11_Random_Screen_Crop_6758,WTC11_Random_Screen_Crop_6759,WTC11_Random_Screen_Crop_6760,WTC11_Random_Screen_Crop_6761,WTC11_Random_Screen_Crop_6762,WTC11_Random_Screen_Crop_6763,WTC11_Random_Screen_Crop_6764,WTC11_Random_Screen_Crop_6765,WTC11_Random_Screen_Crop_6766,WTC11_Random_Screen_Crop_6767,WTC11_Random_Screen_Crop_6768
chr17:7178111-7178412	chr17	7178111	7178412	chr17:7081430-7081731	chr17	7081430	7081731	MED31|chr17:7178111-7178412	MED31|chr17:7081430-7081731	MED31	ENSG00000108590	WTC11	0.018147936295660697	1.2658641690675538	0.764	0.9647591240875912	FALSE	526626	526627.5	chr17	6651633	6651634	promoter	ASGR1	NA	ASGR1	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	0.03	0.08	0.11	0.34	0.83	0.97	1	1	NA	NA	chr17:7081430-7081731	enh	WTC11_Random_Screen_Crop_6754,WTC11_Random_Screen_Crop_6755,WTC11_Random_Screen_Crop_6756,WTC11_Random_Screen_Crop_6757,WTC11_Random_Screen_Crop_6758,WTC11_Random_Screen_Crop_6759,WTC11_Random_Screen_Crop_6760,WTC11_Random_Screen_Crop_6761,WTC11_Random_Screen_Crop_6762,WTC11_Random_Screen_Crop_6763,WTC11_Random_Screen_Crop_6764,WTC11_Random_Screen_Crop_6765,WTC11_Random_Screen_Crop_6766,WTC11_Random_Screen_Crop_6767,WTC11_Random_Screen_Crop_6768
chr17:7178111-7178412	chr17	7178111	7178412	chr17:7081430-7081731	chr17	7081430	7081731	MPDU1|chr17:7178111-7178412	MPDU1|chr17:7081430-7081731	MPDU1	ENSG00000129255	WTC11	-0.016426344030421484	-1.132130029620748	0.436	0.8800319312250537	FALSE	405267	405384.5	chr17	7583529	7583530	promoter	ASGR1	NA	ASGR1	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	0.09	0.1	0.22	0.67	0.92	0.99	1	1	NA	NA	chr17:7081430-7081731	enh	WTC11_Random_Screen_Crop_6754,WTC11_Random_Screen_Crop_6755,WTC11_Random_Screen_Crop_6756,WTC11_Random_Screen_Crop_6757,WTC11_Random_Screen_Crop_6758,WTC11_Random_Screen_Crop_6759,WTC11_Random_Screen_Crop_6760,WTC11_Random_Screen_Crop_6761,WTC11_Random_Screen_Crop_6762,WTC11_Random_Screen_Crop_6763,WTC11_Random_Screen_Crop_6764,WTC11_Random_Screen_Crop_6765,WTC11_Random_Screen_Crop_6766,WTC11_Random_Screen_Crop_6767,WTC11_Random_Screen_Crop_6768
chr17:7178111-7178412	chr17	7178111	7178412	chr17:7081430-7081731	chr17	7081430	7081731	NLGN2|chr17:7178111-7178412	NLGN2|chr17:7081430-7081731	NLGN2	ENSG00000169992	WTC11	0.08273366525363998	5.902281130549269	0.068	0.5302870699881377	FALSE	226613	229920.5	chr17	7404874	7404875	promoter	ASGR1	NA	ASGR1	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	0.04	0.05	0.09	0.4	0.86	0.99	1	1	NA	NA	chr17:7081430-7081731	enh	WTC11_Random_Screen_Crop_6754,WTC11_Random_Screen_Crop_6755,WTC11_Random_Screen_Crop_6756,WTC11_Random_Screen_Crop_6757,WTC11_Random_Screen_Crop_6758,WTC11_Random_Screen_Crop_6759,WTC11_Random_Screen_Crop_6760,WTC11_Random_Screen_Crop_6761,WTC11_Random_Screen_Crop_6762,WTC11_Random_Screen_Crop_6763,WTC11_Random_Screen_Crop_6764,WTC11_Random_Screen_Crop_6765,WTC11_Random_Screen_Crop_6766,WTC11_Random_Screen_Crop_6767,WTC11_Random_Screen_Crop_6768
