intended_target_name_hg38	targeting_chr_hg38	targeting_start_hg38	targeting_end_hg38	intended_target_name_hg19	targeting_chr_hg19	targeting_start_hg19	targeting_end_hg19	element_gene_pair_identifier_hg38	element_gene_pair_identifier_hg19	gene_symbol	gene_id	cell_type	fold_change_effect_size	log_2_FC_effect_size	pct_change_effect_size	standard_error_fold_change	standard_error_log_2_FC	standard_error_pct_change	lower_CI_95_fold_change	upper_CI_95_fold_change	lower_CI_95_log_2_FC	upper_CI_95_log_2_FC	lower_CI_95_pct_change	upper_CI_95_pct_change	sceptre_p_value	sceptre_adj_p_value	significant	distance_to_gencode_gene_TSS	distance_to_abc_canonical_TSS	chrTSS_hg38	startTSS_hg38	endTSS_hg38	element_location	gencode_promoter_overlap	abc_tss_overlap	gencode_protein_coding_gene_body_overlap	DistalElement_Gene	DistalPromoter_Gene	selfPromoter	Positive_Control_DistalElement_Gene	Positive_Control_selfPromoter	Random_DistalElement_Gene	power_at_effect_size_2	power_at_effect_size_3	power_at_effect_size_5	power_at_effect_size_10	power_at_effect_size_15	power_at_effect_size_20	power_at_effect_size_25	power_at_effect_size_50	intended_positive_control_distal_element_target_gene	intended_positive_control_target_gene	design_file_target_name	design_file_type	guide_ids	include_in_fdr	sceptre_adj_p_value_wo_pos_controls	significant_wo_pos_controls	power_at_effect_size_2_wo_pos_controls	power_at_effect_size_3_wo_pos_controls	power_at_effect_size_5_wo_pos_controls	power_at_effect_size_10_wo_pos_controls	power_at_effect_size_15_wo_pos_controls	power_at_effect_size_20_wo_pos_controls	power_at_effect_size_25_wo_pos_controls	power_at_effect_size_50_wo_pos_controls	mean_sim_pert_cells	resized_merged_targeting_chr_hg38	resized_merged_targeting_start_hg38	resized_merged_targeting_end_hg38	resized_merged_element_gene_pair_identifier_hg38
chr2:75098847-75099148	chr2	75098847	75099148	chr2:75325974-75326275	chr2	75325974	75326275	HTRA2|chr2:75098847-75099148	HTRA2|chr2:75325974-75326275	HTRA2	ENSG00000115317	WTC11	1.0614710996522898	0.0860650919631306	6.147109965230823	0.07931518457587466	0.10780097874759914	7.931518457587466	0.9060133378835756	1.216928861421004	-0.1252248263821637	0.2973550103084249	-9.39866621164061	21.692886142102257	0.416	0.8720612244897958	FALSE	569620	569593.5	chr2	74529377	74529378	distal	NA	NA	TACR1	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	0.02	0.01	0.02	0.04	0.17	0.26	0.61	1	NA	NA	chr2:75325974-75326275	enh	WTC11_Random_Screen_Crop_10384,WTC11_Random_Screen_Crop_10385,WTC11_Random_Screen_Crop_10386,WTC11_Random_Screen_Crop_10387,WTC11_Random_Screen_Crop_10388,WTC11_Random_Screen_Crop_10389,WTC11_Random_Screen_Crop_10390,WTC11_Random_Screen_Crop_10391,WTC11_Random_Screen_Crop_10392,WTC11_Random_Screen_Crop_10393,WTC11_Random_Screen_Crop_10394,WTC11_Random_Screen_Crop_10395,WTC11_Random_Screen_Crop_10396,WTC11_Random_Screen_Crop_10397,WTC11_Random_Screen_Crop_10398	TRUE	0.8890278145695365	FALSE	0	0	0.01	0.03	0.13	0.18	0.52	1	705	chr2	75098748	75099247	HTRA2|chr2:75098748-75099247
chr2:75098847-75099148	chr2	75098847	75099148	chr2:75325974-75326275	chr2	75325974	75326275	MOGS|chr2:75098847-75099148	MOGS|chr2:75325974-75326275	MOGS	ENSG00000115275	WTC11	0.9803240542127326	-0.0286693720602187	-1.9675945787255615	0.02058896426278188	0.0302997733364908	2.0588964262781886	0.93996968425768	1.020678424167785	-0.08805692779974067	0.03071818367930326	-6.003031574230811	2.067842416779688	0.324	0.8271751456310681	FALSE	633587	633587.5	chr2	74465409	74465410	distal	NA	NA	TACR1	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	0.01	0.09	0.11	0.58	0.89	1	1	1	NA	NA	chr2:75325974-75326275	enh	WTC11_Random_Screen_Crop_10384,WTC11_Random_Screen_Crop_10385,WTC11_Random_Screen_Crop_10386,WTC11_Random_Screen_Crop_10387,WTC11_Random_Screen_Crop_10388,WTC11_Random_Screen_Crop_10389,WTC11_Random_Screen_Crop_10390,WTC11_Random_Screen_Crop_10391,WTC11_Random_Screen_Crop_10392,WTC11_Random_Screen_Crop_10393,WTC11_Random_Screen_Crop_10394,WTC11_Random_Screen_Crop_10395,WTC11_Random_Screen_Crop_10396,WTC11_Random_Screen_Crop_10397,WTC11_Random_Screen_Crop_10398	TRUE	0.8493484971567831	FALSE	0.01	0.04	0.1	0.54	0.86	1	1	1	705	chr2	75098748	75099247	MOGS|chr2:75098748-75099247
chr2:75098847-75099148	chr2	75098847	75099148	chr2:75325974-75326275	chr2	75325974	75326275	MRPL19|chr2:75098847-75099148	MRPL19|chr2:75325974-75326275	MRPL19	ENSG00000115364	WTC11	1.0116330771380626	0.0166861143586426	1.163307713806349	0.094134214824675	0.13424527921698304	9.413421482467498	0.8271300160816997	1.1961361381944255	-0.24643463290664416	0.2798068616239293	-17.286998391829947	19.613613819442648	0.944	0.9943688511456495	FALSE	547785	547784.5	chr2	75646783	75646784	distal	NA	NA	TACR1	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	0	0.01	0	0.04	0.08	0.18	0.37	1	NA	NA	chr2:75325974-75326275	enh	WTC11_Random_Screen_Crop_10384,WTC11_Random_Screen_Crop_10385,WTC11_Random_Screen_Crop_10386,WTC11_Random_Screen_Crop_10387,WTC11_Random_Screen_Crop_10388,WTC11_Random_Screen_Crop_10389,WTC11_Random_Screen_Crop_10390,WTC11_Random_Screen_Crop_10391,WTC11_Random_Screen_Crop_10392,WTC11_Random_Screen_Crop_10393,WTC11_Random_Screen_Crop_10394,WTC11_Random_Screen_Crop_10395,WTC11_Random_Screen_Crop_10396,WTC11_Random_Screen_Crop_10397,WTC11_Random_Screen_Crop_10398	TRUE	0.9953563143277242	FALSE	0	0.01	0	0.03	0.05	0.13	0.29	1	705	chr2	75098748	75099247	MRPL19|chr2:75098748-75099247
chr2:75098847-75099148	chr2	75098847	75099148	chr2:75325974-75326275	chr2	75325974	75326275	RTKN|chr2:75098847-75099148	RTKN|chr2:75325974-75326275	RTKN	ENSG00000114993	WTC11	0.9660728336653558	-0.04979613480479576	-3.392716633463433	0.02631705758992672	0.03930085512468551	2.631705758992673	0.9144914007890994	1.0176542665416122	-0.12682581084917935	0.02723354123958784	-8.55085992108907	1.765426654162206	0.208	0.765188584219362	FALSE	656575	658414.5	chr2	74442421	74442422	distal	NA	NA	TACR1	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	0.05	0.11	0.12	0.45	0.85	0.95	1	1	NA	NA	chr2:75325974-75326275	enh	WTC11_Random_Screen_Crop_10384,WTC11_Random_Screen_Crop_10385,WTC11_Random_Screen_Crop_10386,WTC11_Random_Screen_Crop_10387,WTC11_Random_Screen_Crop_10388,WTC11_Random_Screen_Crop_10389,WTC11_Random_Screen_Crop_10390,WTC11_Random_Screen_Crop_10391,WTC11_Random_Screen_Crop_10392,WTC11_Random_Screen_Crop_10393,WTC11_Random_Screen_Crop_10394,WTC11_Random_Screen_Crop_10395,WTC11_Random_Screen_Crop_10396,WTC11_Random_Screen_Crop_10397,WTC11_Random_Screen_Crop_10398	TRUE	0.8002663605051664	FALSE	0.02	0.05	0.11	0.4	0.82	0.95	1	1	705	chr2	75098748	75099247	RTKN|chr2:75098748-75099247
chr2:75098847-75099148	chr2	75098847	75099148	chr2:75325974-75326275	chr2	75325974	75326275	WBP1|chr2:75098847-75099148	WBP1|chr2:75325974-75326275	WBP1	ENSG00000239779	WTC11	0.9937865508483986	-0.00899207720502475	-0.621344915160015	0.02091148835731608	0.03035752549171844	2.0911488357316084	0.9528000336680592	1.034773068028738	-0.06849282716879289	0.05050867275874339	-4.719996633193968	3.4773068028739376	0.804	0.9715985294117648	FALSE	640597	640598.5	chr2	74458329	74458330	distal	NA	NA	TACR1	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	0.09	0.07	0.21	0.56	0.92	1	1	1	NA	NA	chr2:75325974-75326275	enh	WTC11_Random_Screen_Crop_10384,WTC11_Random_Screen_Crop_10385,WTC11_Random_Screen_Crop_10386,WTC11_Random_Screen_Crop_10387,WTC11_Random_Screen_Crop_10388,WTC11_Random_Screen_Crop_10389,WTC11_Random_Screen_Crop_10390,WTC11_Random_Screen_Crop_10391,WTC11_Random_Screen_Crop_10392,WTC11_Random_Screen_Crop_10393,WTC11_Random_Screen_Crop_10394,WTC11_Random_Screen_Crop_10395,WTC11_Random_Screen_Crop_10396,WTC11_Random_Screen_Crop_10397,WTC11_Random_Screen_Crop_10398	TRUE	0.975195639917309	FALSE	0.09	0.03	0.17	0.51	0.91	1	1	1	705	chr2	75098748	75099247	WBP1|chr2:75098748-75099247
chr2:75098847-75099148	chr2	75098847	75099148	chr2:75325974-75326275	chr2	75325974	75326275	WDR54|chr2:75098847-75099148	WDR54|chr2:75325974-75326275	WDR54	ENSG00000005448	WTC11	0.9904313521413988	-0.01387111104701645	-0.9568647858604108	0.02106882532891308	0.03068954729033985	2.106882532891309	0.949136454496729	1.0317262497860682	-0.07402262373608255	0.04628040164204965	-5.086354550327376	3.172624978606554	0.836	0.9831155421043262	FALSE	677319	677275.5	chr2	74421678	74421679	distal	NA	NA	TACR1	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	0.1	0.08	0.26	0.67	0.92	1	1	1	NA	NA	chr2:75325974-75326275	enh	WTC11_Random_Screen_Crop_10384,WTC11_Random_Screen_Crop_10385,WTC11_Random_Screen_Crop_10386,WTC11_Random_Screen_Crop_10387,WTC11_Random_Screen_Crop_10388,WTC11_Random_Screen_Crop_10389,WTC11_Random_Screen_Crop_10390,WTC11_Random_Screen_Crop_10391,WTC11_Random_Screen_Crop_10392,WTC11_Random_Screen_Crop_10393,WTC11_Random_Screen_Crop_10394,WTC11_Random_Screen_Crop_10395,WTC11_Random_Screen_Crop_10396,WTC11_Random_Screen_Crop_10397,WTC11_Random_Screen_Crop_10398	TRUE	0.9860603855947616	FALSE	0.04	0.07	0.22	0.59	0.92	0.97	1	1	705	chr2	75098748	75099247	WDR54|chr2:75098748-75099247
chr2:75200200-75200501	chr2	75200200	75200501	chr2:75427326-75427627	chr2	75427326	75427627	AUP1|chr2:75200200-75200501	AUP1|chr2:75427326-75427627	AUP1	ENSG00000115307	WTC11	1.008287094722537	0.01190648324223696	0.828709472253996	0.01623409919392599	0.02322835879082788	1.6234099193925997	0.9764682603024422	1.040105929142632	-0.03362109998778569	0.05743406647225961	-2.353173969755499	4.010592914263491	0.612	0.9341276990944972	FALSE	670589	670453.5	chr2	74529938	74529939	promoter	TACR1	NA	NA	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	0.08	0.2	0.25	0.71	0.94	0.99	1	1	NA	NA	chr2:75427326-75427627	enh	WTC11_Random_Screen_Crop_10399,WTC11_Random_Screen_Crop_10400,WTC11_Random_Screen_Crop_10401,WTC11_Random_Screen_Crop_10402,WTC11_Random_Screen_Crop_10403,WTC11_Random_Screen_Crop_10404,WTC11_Random_Screen_Crop_10405,WTC11_Random_Screen_Crop_10406,WTC11_Random_Screen_Crop_10407,WTC11_Random_Screen_Crop_10408,WTC11_Random_Screen_Crop_10409,WTC11_Random_Screen_Crop_10410,WTC11_Random_Screen_Crop_10411,WTC11_Random_Screen_Crop_10412,WTC11_Random_Screen_Crop_10413	TRUE	0.942909524946288	FALSE	0.08	0.15	0.18	0.62	0.93	0.99	1	1	886	chr2	75200101	75200992	AUP1|chr2:75200101-75200992
chr2:75200200-75200501	chr2	75200200	75200501	chr2:75427326-75427627	chr2	75427326	75427627	GCFC2|chr2:75200200-75200501	GCFC2|chr2:75427326-75427627	GCFC2	ENSG00000005436	WTC11	1.0726752323927835	0.10121334586346488	7.267523239280837	0.10979647102183245	0.14767081355739162	10.979647102183243	0.857474149189992	1.287876315595575	-0.1882214487090227	0.3906481404359524	-14.252585080998324	28.78763155956	0.484	0.8979478067740144	FALSE	510635	510634.5	chr2	75710988	75710989	promoter	TACR1	NA	NA	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	0	0	0	0.02	0.1	0.22	0.31	0.98	NA	NA	chr2:75427326-75427627	enh	WTC11_Random_Screen_Crop_10399,WTC11_Random_Screen_Crop_10400,WTC11_Random_Screen_Crop_10401,WTC11_Random_Screen_Crop_10402,WTC11_Random_Screen_Crop_10403,WTC11_Random_Screen_Crop_10404,WTC11_Random_Screen_Crop_10405,WTC11_Random_Screen_Crop_10406,WTC11_Random_Screen_Crop_10407,WTC11_Random_Screen_Crop_10408,WTC11_Random_Screen_Crop_10409,WTC11_Random_Screen_Crop_10410,WTC11_Random_Screen_Crop_10411,WTC11_Random_Screen_Crop_10412,WTC11_Random_Screen_Crop_10413	TRUE	0.9111529411764706	FALSE	0	0	0	0.01	0.06	0.12	0.24	0.96	886	chr2	75200101	75200992	GCFC2|chr2:75200101-75200992
chr2:75200200-75200501	chr2	75200200	75200501	chr2:75427326-75427627	chr2	75427326	75427627	HTRA2|chr2:75200200-75200501	HTRA2|chr2:75427326-75427627	HTRA2	ENSG00000115317	WTC11	1.1485001304095908	0.19975102053062577	14.850013040960874	0.07444337236007827	0.0935124701227797	7.444337236007827	1.0025911205838374	1.294409140235344	0.01646657908997756	0.383035461971274	0.25911205838553464	29.440914023536216	0.052	0.4708650137741046	FALSE	670972	670946.5	chr2	74529377	74529378	promoter	TACR1	NA	NA	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	0	0.01	0.01	0.05	0.23	0.47	0.72	1	NA	NA	chr2:75427326-75427627	enh	WTC11_Random_Screen_Crop_10399,WTC11_Random_Screen_Crop_10400,WTC11_Random_Screen_Crop_10401,WTC11_Random_Screen_Crop_10402,WTC11_Random_Screen_Crop_10403,WTC11_Random_Screen_Crop_10404,WTC11_Random_Screen_Crop_10405,WTC11_Random_Screen_Crop_10406,WTC11_Random_Screen_Crop_10407,WTC11_Random_Screen_Crop_10408,WTC11_Random_Screen_Crop_10409,WTC11_Random_Screen_Crop_10410,WTC11_Random_Screen_Crop_10411,WTC11_Random_Screen_Crop_10412,WTC11_Random_Screen_Crop_10413	TRUE	0.5386966292134832	FALSE	0	0.01	0.01	0.03	0.17	0.4	0.68	1	886	chr2	75200101	75200992	HTRA2|chr2:75200101-75200992
chr2:75200200-75200501	chr2	75200200	75200501	chr2:75427326-75427627	chr2	75427326	75427627	MOGS|chr2:75200200-75200501	MOGS|chr2:75427326-75427627	MOGS	ENSG00000115275	WTC11	1.0180184472959375	0.02576370442073068	1.8018447295949251	0.01845304876578282	0.02615092291735068	1.8453048765782825	0.9818504717150032	1.0541864228768718	-0.02549210449727665	0.07701951333873802	-1.8149528284985088	5.418642287688359	0.384	0.8566053613844588	FALSE	734939	734940.5	chr2	74465409	74465410	promoter	TACR1	NA	NA	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	0.06	0.11	0.34	0.66	0.97	0.99	1	1	NA	NA	chr2:75427326-75427627	enh	WTC11_Random_Screen_Crop_10399,WTC11_Random_Screen_Crop_10400,WTC11_Random_Screen_Crop_10401,WTC11_Random_Screen_Crop_10402,WTC11_Random_Screen_Crop_10403,WTC11_Random_Screen_Crop_10404,WTC11_Random_Screen_Crop_10405,WTC11_Random_Screen_Crop_10406,WTC11_Random_Screen_Crop_10407,WTC11_Random_Screen_Crop_10408,WTC11_Random_Screen_Crop_10409,WTC11_Random_Screen_Crop_10410,WTC11_Random_Screen_Crop_10411,WTC11_Random_Screen_Crop_10412,WTC11_Random_Screen_Crop_10413	TRUE	0.8754277640409749	FALSE	0.04	0.08	0.29	0.6	0.96	0.99	1	1	886	chr2	75200101	75200992	MOGS|chr2:75200101-75200992
chr2:75200200-75200501	chr2	75200200	75200501	chr2:75427326-75427627	chr2	75427326	75427627	MRPL19|chr2:75200200-75200501	MRPL19|chr2:75427326-75427627	MRPL19	ENSG00000115364	WTC11	0.9490742303241791	-0.07540716514101534	-5.092576967582052	0.07686091286716919	0.1168368651141098	7.686091286716919	0.7984268411045277	1.0997216195438309	-0.30440742076467053	0.15359309048263983	-20.157315889547213	9.972161954383107	0.576	0.9231165285226718	FALSE	446433	446431.5	chr2	75646783	75646784	promoter	TACR1	NA	NA	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	0	0	0.02	0.04	0.17	0.27	0.55	1	NA	NA	chr2:75427326-75427627	enh	WTC11_Random_Screen_Crop_10399,WTC11_Random_Screen_Crop_10400,WTC11_Random_Screen_Crop_10401,WTC11_Random_Screen_Crop_10402,WTC11_Random_Screen_Crop_10403,WTC11_Random_Screen_Crop_10404,WTC11_Random_Screen_Crop_10405,WTC11_Random_Screen_Crop_10406,WTC11_Random_Screen_Crop_10407,WTC11_Random_Screen_Crop_10408,WTC11_Random_Screen_Crop_10409,WTC11_Random_Screen_Crop_10410,WTC11_Random_Screen_Crop_10411,WTC11_Random_Screen_Crop_10412,WTC11_Random_Screen_Crop_10413	TRUE	0.9331084337349396	FALSE	0	0	0.01	0.04	0.13	0.14	0.47	1	886	chr2	75200101	75200992	MRPL19|chr2:75200101-75200992
chr2:75200200-75200501	chr2	75200200	75200501	chr2:75427326-75427627	chr2	75427326	75427627	RTKN|chr2:75200200-75200501	RTKN|chr2:75427326-75427627	RTKN	ENSG00000114993	WTC11	0.9871313530554816	-0.01868602459971623	-1.286864694450806	0.02282459864295679	0.03335821030357239	2.282459864295679	0.9423951397152864	1.031867566395677	-0.08406811679471812	0.04669606759528566	-5.7604860284703365	3.186756639568725	0.568	0.9179036381514256	FALSE	757927	759767.5	chr2	74442421	74442422	promoter	TACR1	NA	NA	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	0.09	0.07	0.2	0.63	0.94	1	1	1	NA	NA	chr2:75427326-75427627	enh	WTC11_Random_Screen_Crop_10399,WTC11_Random_Screen_Crop_10400,WTC11_Random_Screen_Crop_10401,WTC11_Random_Screen_Crop_10402,WTC11_Random_Screen_Crop_10403,WTC11_Random_Screen_Crop_10404,WTC11_Random_Screen_Crop_10405,WTC11_Random_Screen_Crop_10406,WTC11_Random_Screen_Crop_10407,WTC11_Random_Screen_Crop_10408,WTC11_Random_Screen_Crop_10409,WTC11_Random_Screen_Crop_10410,WTC11_Random_Screen_Crop_10411,WTC11_Random_Screen_Crop_10412,WTC11_Random_Screen_Crop_10413	TRUE	0.9280688607594936	FALSE	0.08	0.04	0.15	0.52	0.88	1	1	1	886	chr2	75200101	75200992	RTKN|chr2:75200101-75200992
chr2:75200200-75200501	chr2	75200200	75200501	chr2:75427326-75427627	chr2	75427326	75427627	WBP1|chr2:75200200-75200501	WBP1|chr2:75427326-75427627	WBP1	ENSG00000239779	WTC11	1.0068758900652175	0.00988586425609986	0.687589006521904	0.01744989839503389	0.02500296424507795	1.7449898395033894	0.9726740892109512	1.041077690919484	-0.03911994566425293	0.05889167417645265	-2.7325910789047394	4.107769091948548	0.64	0.9422978723404256	FALSE	741949	741951.5	chr2	74458329	74458330	promoter	TACR1	NA	NA	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	0.1	0.11	0.23	0.68	0.91	0.99	1	1	NA	NA	chr2:75427326-75427627	enh	WTC11_Random_Screen_Crop_10399,WTC11_Random_Screen_Crop_10400,WTC11_Random_Screen_Crop_10401,WTC11_Random_Screen_Crop_10402,WTC11_Random_Screen_Crop_10403,WTC11_Random_Screen_Crop_10404,WTC11_Random_Screen_Crop_10405,WTC11_Random_Screen_Crop_10406,WTC11_Random_Screen_Crop_10407,WTC11_Random_Screen_Crop_10408,WTC11_Random_Screen_Crop_10409,WTC11_Random_Screen_Crop_10410,WTC11_Random_Screen_Crop_10411,WTC11_Random_Screen_Crop_10412,WTC11_Random_Screen_Crop_10413	TRUE	0.9502093397745572	FALSE	0.1	0.11	0.19	0.58	0.9	0.98	1	1	886	chr2	75200101	75200992	WBP1|chr2:75200101-75200992
chr2:75200200-75200501	chr2	75200200	75200501	chr2:75427326-75427627	chr2	75427326	75427627	WDR54|chr2:75200200-75200501	WDR54|chr2:75427326-75427627	WDR54	ENSG00000005448	WTC11	1.0214448041386182	0.03061124719696984	2.144480413861527	0.01880042857418597	0.02655384310602889	1.8800428574185977	0.9845959641332136	1.0582936441440227	-0.02143428529084678	0.08265677968478646	-1.5404035866789243	5.8293644144019785	0.212	0.7657626373626374	FALSE	778671	778628.5	chr2	74421678	74421679	promoter	TACR1	NA	NA	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	0.08	0.11	0.3	0.71	0.96	1	1	1	NA	NA	chr2:75427326-75427627	enh	WTC11_Random_Screen_Crop_10399,WTC11_Random_Screen_Crop_10400,WTC11_Random_Screen_Crop_10401,WTC11_Random_Screen_Crop_10402,WTC11_Random_Screen_Crop_10403,WTC11_Random_Screen_Crop_10404,WTC11_Random_Screen_Crop_10405,WTC11_Random_Screen_Crop_10406,WTC11_Random_Screen_Crop_10407,WTC11_Random_Screen_Crop_10408,WTC11_Random_Screen_Crop_10409,WTC11_Random_Screen_Crop_10410,WTC11_Random_Screen_Crop_10411,WTC11_Random_Screen_Crop_10412,WTC11_Random_Screen_Crop_10413	TRUE	0.8002663605051664	FALSE	0.06	0.07	0.27	0.6	0.95	1	1	1	886	chr2	75200101	75200992	WDR54|chr2:75200101-75200992
chr2:75200592-75200893	chr2	75200592	75200893	chr2:75427718-75428019	chr2	75427718	75428019	AUP1|chr2:75200592-75200893	AUP1|chr2:75427718-75428019	AUP1	ENSG00000115307	WTC11	1.002421849897841	0.00348976669550679	0.242184989784566	0.01687499089982526	0.02428664707249287	1.6874990899825262	0.9693468677341834	1.0354968320614986	-0.04411206156657925	0.05109159495759283	-3.0653132265811855	3.549683206150317	0.96	0.9948722135007848	FALSE	670981	670845.5	chr2	74529938	74529939	distal	NA	NA	NA	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	0.08	0.13	0.24	0.61	0.99	1	1	1	NA	NA	chr2:75427718-75428019	enh	WTC11_Random_Screen_Crop_10414,WTC11_Random_Screen_Crop_10415,WTC11_Random_Screen_Crop_10416,WTC11_Random_Screen_Crop_10417,WTC11_Random_Screen_Crop_10418,WTC11_Random_Screen_Crop_10419,WTC11_Random_Screen_Crop_10420,WTC11_Random_Screen_Crop_10421,WTC11_Random_Screen_Crop_10422,WTC11_Random_Screen_Crop_10423,WTC11_Random_Screen_Crop_10424,WTC11_Random_Screen_Crop_10425,WTC11_Random_Screen_Crop_10426,WTC11_Random_Screen_Crop_10427,WTC11_Random_Screen_Crop_10428	TRUE	0.99546496	FALSE	0.06	0.1	0.18	0.55	0.99	1	1	1	810	chr2	75200101	75200992	AUP1|chr2:75200101-75200992
chr2:75200592-75200893	chr2	75200592	75200893	chr2:75427718-75428019	chr2	75427718	75428019	GCFC2|chr2:75200592-75200893	GCFC2|chr2:75427718-75428019	GCFC2	ENSG00000005436	WTC11	1.0136659254909923	0.01958226077334613	1.366592549101874	0.10602215746542897	0.15089551394916884	10.602215746542896	0.8058624968587516	1.221469354123233	-0.2761729465670248	0.31533746811371705	-19.4137503141222	22.14693541232595	0.92	0.9891509526135808	FALSE	510243	510242.5	chr2	75710988	75710989	distal	NA	NA	NA	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	0	0.01	0.02	0.01	0.04	0.12	0.32	0.98	NA	NA	chr2:75427718-75428019	enh	WTC11_Random_Screen_Crop_10414,WTC11_Random_Screen_Crop_10415,WTC11_Random_Screen_Crop_10416,WTC11_Random_Screen_Crop_10417,WTC11_Random_Screen_Crop_10418,WTC11_Random_Screen_Crop_10419,WTC11_Random_Screen_Crop_10420,WTC11_Random_Screen_Crop_10421,WTC11_Random_Screen_Crop_10422,WTC11_Random_Screen_Crop_10423,WTC11_Random_Screen_Crop_10424,WTC11_Random_Screen_Crop_10425,WTC11_Random_Screen_Crop_10426,WTC11_Random_Screen_Crop_10427,WTC11_Random_Screen_Crop_10428	TRUE	0.9904494270054808	FALSE	0	0	0.01	0.01	0.02	0.08	0.22	0.94	810	chr2	75200101	75200992	GCFC2|chr2:75200101-75200992
chr2:75200592-75200893	chr2	75200592	75200893	chr2:75427718-75428019	chr2	75427718	75428019	HTRA2|chr2:75200592-75200893	HTRA2|chr2:75427718-75428019	HTRA2	ENSG00000115317	WTC11	1.08599183388347	0.11901325483648184	8.599183388348708	0.07542034906802848	0.10019280089193996	7.542034906802848	0.9381679497101342	1.233815718056806	-0.07736463491172049	0.3153911445846842	-6.183205028984874	23.38157180568229	0.248	0.7925872630043753	FALSE	671364	671338.5	chr2	74529377	74529378	distal	NA	NA	NA	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	0.02	0	0.01	0.07	0.2	0.41	0.6	1	NA	NA	chr2:75427718-75428019	enh	WTC11_Random_Screen_Crop_10414,WTC11_Random_Screen_Crop_10415,WTC11_Random_Screen_Crop_10416,WTC11_Random_Screen_Crop_10417,WTC11_Random_Screen_Crop_10418,WTC11_Random_Screen_Crop_10419,WTC11_Random_Screen_Crop_10420,WTC11_Random_Screen_Crop_10421,WTC11_Random_Screen_Crop_10422,WTC11_Random_Screen_Crop_10423,WTC11_Random_Screen_Crop_10424,WTC11_Random_Screen_Crop_10425,WTC11_Random_Screen_Crop_10426,WTC11_Random_Screen_Crop_10427,WTC11_Random_Screen_Crop_10428	TRUE	0.8229264781491002	FALSE	0.02	0	0	0.04	0.1	0.34	0.49	1	810	chr2	75200101	75200992	HTRA2|chr2:75200101-75200992
chr2:75200592-75200893	chr2	75200592	75200893	chr2:75427718-75428019	chr2	75427718	75428019	MOGS|chr2:75200592-75200893	MOGS|chr2:75427718-75428019	MOGS	ENSG00000115275	WTC11	1.005230960768396	0.00752701152735812	0.523096076840667	0.01987197663901871	0.02852001506982929	1.9871976639018711	0.9662818865559192	1.0441800349808728	-0.04837221800950728	0.06342624106422352	-3.371811344407001	4.418003498088335	0.988	0.9986334563345634	FALSE	735331	735332.5	chr2	74465409	74465410	distal	NA	NA	NA	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	0.06	0.09	0.23	0.64	0.93	1	1	1	NA	NA	chr2:75427718-75428019	enh	WTC11_Random_Screen_Crop_10414,WTC11_Random_Screen_Crop_10415,WTC11_Random_Screen_Crop_10416,WTC11_Random_Screen_Crop_10417,WTC11_Random_Screen_Crop_10418,WTC11_Random_Screen_Crop_10419,WTC11_Random_Screen_Crop_10420,WTC11_Random_Screen_Crop_10421,WTC11_Random_Screen_Crop_10422,WTC11_Random_Screen_Crop_10423,WTC11_Random_Screen_Crop_10424,WTC11_Random_Screen_Crop_10425,WTC11_Random_Screen_Crop_10426,WTC11_Random_Screen_Crop_10427,WTC11_Random_Screen_Crop_10428	TRUE	0.9988093603744148	FALSE	0.06	0.06	0.17	0.57	0.91	0.98	1	1	810	chr2	75200101	75200992	MOGS|chr2:75200101-75200992
